"# GtoPdb Version: 2024.2 - published: 2024-06-26"
"HGNC Symbol","HGNC ID","IUPHAR Name","IUPHAR ID","GtP URL"
"FGFR3","3690","fibroblast growth factor receptor 3","1810","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1810"
"FGFR4","3691","fibroblast growth factor receptor 4","1811","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1811"
"FGG","3694","fibrinogen gamma chain","6752","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=6752"
"FGR","3697","FGR proto-oncogene, Src family tyrosine kinase","2024","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2024"
"FKBP1A","3711","FKBP prolyl isomerase 1A","2609","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2609"
"FKBP4","3720","FKBP prolyl isomerase 4","3176","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=3176"
"FKBP5","3721","FKBP prolyl isomerase 5","3175","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=3175"
"FKBP8","3724","FKBP prolyl isomerase 8","3177","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=3177"
"FKBPL","13949","FKBP prolyl isomerase like","3178","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=3178"
"FLT1","3763","fms related receptor tyrosine kinase 1","1812","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1812"
"FLT3","3765","fms related receptor tyrosine kinase 3","1807","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1807"
"FLT3LG","3766","Fms-related tyrosine kinase 3 ligand","4932","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=4932"
"FLT4","3767","fms related receptor tyrosine kinase 4","1814","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1814"
"FLVCR1","24682","Feline leukemia virus subgroup C cellular receptor family, member 1","1910","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1910"
"FLVCR2","20105","Feline leukemia virus subgroup C cellular receptor family, member 2","1911","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1911"
"FN1","3778","fibronectin","6754","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=6754"
"FNTA","3782","farnesyltransferase, CAAX box, subunit alpha","2825","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2825"
"FNTB","3785","farnesyltransferase, CAAX box, subunit beta","2826","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2826"
"FOLH1","3788","Folate hydrolase (prostate-specific membrane antigen) 1","1606","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1606"
"FOLH1B","13636","Folate hydrolase 1B","1607","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1607"
"FOLR1","3791","folate receptor alpha","3212","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=3212"
"FOXN1","12765","forkhead box N1","2958","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2958"
"FPR1","3826","FPR1","222","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=222"
"FPR2","3827","FPR2","223","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=223"
"FPR3","3828","FPR3","224","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=224"
"FRK","3955","fyn related Src family tyrosine kinase","2025","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2025"
"FRZB","3959","sFRP-3","3693","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=3693"
"FSHB","3964","FSH &beta; subunit","3733","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=3733"
"FSHR","3969","FSH receptor","253","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=253"
"FST","3971","follistatin","4933","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=4933"
"FURIN","8568","furin, paired basic amino acid cleaving enzyme","2366","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2366"
"FXYD1","4025","FXYD domain containing ion transport regulator 1","3152","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=3152"
"FXYD2","4026","sodium/potassium-transporting ATPase subunit &gamma;","2610","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2610"
"FXYD3","4027","FXYD domain containing ion transport regulator 3","3153","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=3153"
"FYN","4037","FYN proto-oncogene, Src family tyrosine kinase","2026","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2026"
"FZD1","4038","FZD<sub>1</sub>","229","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=229"
"FZD10","4039","FZD<sub>10</sub>","238","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=238"
"FZD2","4040","FZD<sub>2</sub>","230","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=230"
"FZD3","4041","FZD<sub>3</sub>","231","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=231"
"FZD4","4042","FZD<sub>4</sub>","232","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=232"
"FZD5","4043","FZD<sub>5</sub>","233","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=233"
"FZD6","4044","FZD<sub>6</sub>","234","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=234"
"FZD7","4045","FZD<sub>7</sub>","235","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=235"
"FZD8","4046","FZD<sub>8</sub>","236","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=236"
"FZD9","4047","FZD<sub>9</sub>","237","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=237"
"GAA","4065","alpha glucosidase","2611","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2611"
"GABBR1","4070","GABA<sub>B1</sub>","240","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=240"
"GABBR2","4507","GABA<sub>B2</sub>","241","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=241"
"GABRA1","4075","GABA<sub>A</sub> receptor &alpha;1 subunit","404","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=404"
"GABRA2","4076","GABA<sub>A</sub> receptor &alpha;2 subunit","405","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=405"
"GABRA3","4077","GABA<sub>A</sub> receptor &alpha;3 subunit","406","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=406"
"GABRA4","4078","GABA<sub>A</sub> receptor &alpha;4 subunit","407","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=407"
"GABRA5","4079","GABA<sub>A</sub> receptor &alpha;5 subunit","408","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=408"
"GABRA6","4080","GABA<sub>A</sub> receptor &alpha;6 subunit","409","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=409"
"GABRB1","4081","GABA<sub>A</sub> receptor &beta;1 subunit","410","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=410"
"GABRB2","4082","GABA<sub>A</sub> receptor &beta;2 subunit","411","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=411"
"GABRB3","4083","GABA<sub>A</sub> receptor &beta;3 subunit","412","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=412"
"GABRD","4084","GABA<sub>A</sub> receptor &delta; subunit","416","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=416"
"GABRE","4085","GABA<sub>A</sub> receptor &epsilon; subunit","417","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=417"
"GABRG1","4086","GABA<sub>A</sub> receptor &gamma;1 subunit","413","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=413"
"GABRG2","4087","GABA<sub>A</sub> receptor &gamma;2 subunit","414","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=414"
"GABRG3","4088","GABA<sub>A</sub> receptor &gamma;3 subunit","415","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=415"
"GABRP","4089","GABA<sub>A</sub> receptor &pi; subunit","419","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=419"
"GABRQ","14454","GABA<sub>A</sub> receptor &theta; subunit","418","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=418"
"GABRR1","4090","GABA<sub>A</sub> receptor &rho;1 subunit","420","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=420"
"GABRR2","4091","GABA<sub>A</sub> receptor &rho;2 subunit","421","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=421"
"GABRR3","17969","GABA<sub>A</sub> receptor &rho;3 subunit","422","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=422"
"GAD1","4092","Glutamic acid decarboxylase 1","1272","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1272"
"GAD2","4093","Glutamic acid decarboxylase 2","1273","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1273"
"GAK","4113","cyclin G associated kinase","2027","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2027"
"GAL","4114","galanin","3592","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=3592"
"GALNS","4122","galactosamine (N-acetyl)-6-sulfatase","2765","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2765"
"GALP","24840","galanin-like peptide","3594","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=3594"
"GALR1","4132","GAL<sub>1</sub> receptor","243","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=243"
"GALR2","4133","GAL<sub>2</sub> receptor","244","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=244"
"GALR3","4134","GAL<sub>3</sub> receptor","245","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=245"
"GART","4163","phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase","2612","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2612"
"GAS6","4168","growth arrest specific protein 6","4935","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=4935"
"GAST","4164","desulfated gastrin-71","8410","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=8410"
"GATM","4175","Arginine:glycine amidinotransferase","1246","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1246"
"GBA1","4177","glucosylceramidase beta","2978","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2978"
"GCG","4191","glucagon-like peptide 1","5194","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=5194"
"GCGR","4192","glucagon receptor","251","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=251"
"GCK","4195","Glucokinase","2798","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2798"
"GCSH","4208","glycine cleavage system protein H","3098","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=3098"
"GDF1","4214","growth/differentiation factor-1","4936","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=4936"
"GDF10","4215","growth/differentiation factor-10","4937","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=4937"
"GDF11","4216","growth/differentiation factor-11","4876","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=4876"
"GDF15","30142","growth differentiation factor 15","9735","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=9735"
"GDF2","4217","BMP-9","4889","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=4889"
"GDF3","4218","growth/differentiation factor-3","4938","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=4938"
"GDF5","4220","growth/differentiation factor-5","4879","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=4879"
"GDF6","4221","growth/differentiation factor-6","4878","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=4878"
"GDF7","4222","growth/differentiation factor-7","4877","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=4877"
"GDF9","4224","growth/differentiation factor-9","4939","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=4939"
"GDNF","4232","GDNF","4940","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=4940"
"GFRA1","4243","GDNF family receptor &alpha;1","1743","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1743"
"GFRA2","4244","GDNF family receptor &alpha;2","1744","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1744"
"GFRA3","4245","GDNF family receptor &alpha;3","1745","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1745"
"GFRA4","13821","GDNF family receptor &alpha;4","1746","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1746"
"GFRAL","32789","GDNF family receptor alpha like","2977","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2977"
"GGCT","21705","&gamma;-Glutamyltransferase","1392","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1392"
"GGCX","4247","&gamma;-Glutamyl carboxylase","1268","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1268"
"GGH","4248","gamma-glutamyl hydrolase","2367","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2367"
"GGPS1","4249","geranylgeranyl diphosphate synthase","643","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=643"
"GH1","4261","growth hormone 1","4943","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=4943"
"GH2","4262","growth hormone 2","4944","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=4944"
"GHR","4263","Growth hormone receptor","1720","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1720"
"GHRH","4265","GHRH","2270","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=2270"
"GHRHR","4266","GHRH receptor","247","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=247"
"GHRL","18129","ghrelin","1099","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=1099"
"GHSR","4267","ghrelin receptor","246","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=246"
"GIP","4270","gastric inhibitory polypeptide","3542","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=3542"
"GIPR","4271","GIP receptor","248","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=248"
"GJA1","4274","Cx43","728","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=728"
"GJA10","16995","Cx62","734","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=734"
"GJA3","4277","Cx46","730","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=730"
"GJA4","4278","Cx37","725","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=725"
"GJA5","4279","Cx40","726","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=726"
"GJA8","4281","Cx50","732","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=732"
"GJA9","19155","Cx59","733","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=733"
"GJB1","4283","Cx32","723","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=723"
"GJB2","4284","Cx26","716","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=716"
"GJB3","4285","Cx31","720","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=720"
"GJB4","4286","Cx30.3","719","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=719"
"GJB5","4287","Cx31.1","721","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=721"
"GJB6","4288","Cx30","717","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=717"
"GJB7","16690","Cx25","715","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=715"
"GJC1","4280","Cx45","729","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=729"
"GJC2","17494","Cx47","731","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=731"
"GJC3","17495","Cx30.2","718","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=718"
"GJD2","19154","Cx36","724","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=724"
"GJD3","19147","Cx31.9","722","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=722"
"GJD4","23296","Cx40.1","727","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=727"
"GJE1","33251","Cx23","714","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=714"
"GLP1R","4324","GLP-1 receptor","249","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=249"
"GLP2R","4325","GLP-2 receptor","250","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=250"
"GLRA1","4326","glycine receptor &alpha;1 subunit","423","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=423"
"GLRA2","4327","glycine receptor &alpha;2 subunit","424","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=424"
"GLRA3","4328","glycine receptor &alpha;3 subunit","425","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=425"
"GLRA4","31715","glycine receptor &alpha;4 subunit <i>(pseudogene in humans)</i>","426","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=426"
"GLRB","4329","glycine receptor &beta; subunit","427","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=427"
"GLS","4331","glutaminase","2891","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2891"
"GNAQ","4390","G protein subunit alpha q","2914","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2914"
"GNRH1","4419","GnRH I","1162","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=1162"
"GNRH2","4420","GnRH II","1164","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=1164"
"GNRHR","4421","GnRH<sub>1</sub> receptor","256","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=256"
"GNRHR2","16341","GnRH<sub>2</sub> receptor","257","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=257"
"GPBAR1","19680","GPBA receptor","37","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=37"
"GPC3","4451","glypican 3","2959","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2959"
"GPER1","4485","GPER","221","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=221"
"GPR101","14963","<i>GPR101</i>","125","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=125"
"GPR107","17830","<i>GPR107</i>","651","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=651"
"GPR119","19060","<i>GPR119</i>","126","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=126"
"GPR12","4466","<i>GPR12</i>","86","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=86"
"GPR132","17482","<i>GPR132</i>","128","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=128"
"GPR135","19991","<i>GPR135</i>","129","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=129"
"GPR137","24300","<i>GPR137</i>","652","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=652"
"GPR139","19995","<i>GPR139</i>","130","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=130"
"GPR141","19997","<i>GPR141</i>","131","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=131"
"GPR142","20088","<i>GPR142</i>","132","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=132"
"GPR143","20145","<i>GPR143</i>","203","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=203"
"GPR146","21718","<i>GPR146</i>","133","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=133"
"GPR148","23623","<i>GPR148</i>","134","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=134"
"GPR149","23627","<i>GPR149</i>","135","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=135"
"GPR15","4469","<i>GPR15</i>","87","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=87"
"GPR150","23628","<i>GPR150</i>","136","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=136"
"GPR151","23624","<i>GPR151</i>","137","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=137"
"GPR152","23622","<i>GPR152</i>","138","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=138"
"GPR153","23618","<i>GPR153</i>","139","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=139"
"GPR156","20844","<i>GPR156</i>","209","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=209"
"GPR157","23687","<i>GPR157</i>","205","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=205"
"GPR158","23689","<i>GPR158</i>","210","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=210"
"GPR15LG","31428","GPR15L","10567","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=10567"
"GPR160","23693","<i>GPR160</i>","140","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=140"
"GPR161","23694","<i>GPR161</i>","141","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=141"
"GPR162","16693","<i>GPR162</i>","142","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=142"
"GPR17","4471","<i>GPR17</i>","88","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=88"
"GPR171","30057","<i>GPR171</i>","143","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=143"
"GPR173","18186","<i>GPR173</i>","144","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=144"
"GPR174","30245","<i>GPR174</i>","145","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=145"
"GPR176","32370","<i>GPR176</i>","637","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=637"
"GPR179","31371","<i>GPR179</i>","211","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=211"
"GPR18","4472","<i>GPR18</i>","89","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=89"
"GPR182","13708","<i>GPR182</i>","146","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=146"
"GPR183","3128","<i>GPR183</i>","81","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=81"
"GPR19","4473","<i>GPR19</i>","90","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=90"
"GPR20","4475","<i>GPR20</i>","91","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=91"
"GPR21","4476","<i>GPR21</i>","92","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=92"
"GPR22","4477","<i>GPR22</i>","93","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=93"
"GPR25","4480","<i>GPR25</i>","95","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=95"
"GPR26","4481","<i>GPR26</i>","96","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=96"
"GPR27","4482","<i>GPR27</i>","97","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=97"
"GPR3","4484","<i>GPR3</i>","83","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=83"
"GPR31","4486","<i>GPR31</i>","98","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=98"
"GPR32","4487","<i>GPR32</i>","99","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=99"
"GPR33","4489","<i>GPR33</i>","100","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=100"
"GPR34","4490","<i>GPR34</i>","101","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=101"
"GPR35","4492","<i>GPR35</i>","102","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=102"
"GPR37","4494","<i>GPR37</i>","103","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=103"
"GPR37L1","14923","<i>GPR37L1</i>","104","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=104"
"GPR39","4496","<i>GPR39</i>","105","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=105"
"GPR4","4497","<i>GPR4</i>","84","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=84"
"GPR42","4500","<i>GPR42</i>","228","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=228"
"GPR45","4503","<i>GPR45</i>","106","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=106"
"GPR50","4506","<i>GPR50</i>","107","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=107"
"GPR52","4508","<i>GPR52</i>","108","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=108"
"GPR55","4511","<i>GPR55</i>","109","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=109"
"GPR6","4515","<i>GPR6</i>","85","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=85"
"GPR61","13300","<i>GPR61</i>","110","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=110"
"GPR62","13301","<i>GPR62</i>","111","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=111"
"GPR63","13302","<i>GPR63</i>","112","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=112"
"GPR65","4517","<i>GPR65</i>","113","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=113"
"GPR68","4519","<i>GPR68</i>","114","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=114"
"GPR75","4526","<i>GPR75</i>","115","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=115"
"GPR78","4528","<i>GPR78</i>","116","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=116"
"GPR79","4529","<i>GPR79</i>","117","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=117"
"GPR82","4533","<i>GPR82</i>","118","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=118"
"GPR83","4523","<i>GPR83</i>","119","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=119"
"GPR84","4535","<i>GPR84</i>","120","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=120"
"GPR85","4536","<i>GPR85</i>","121","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=121"
