"## GtoPdb Version: 2024.2 - published: 2024-06-26"
"Ligand ID","Ligand Name","HBond Acceptors","HBond Donors","Rotatable Bonds","TPSA","Mol Weight","XLogP","LipinskiRO5"
"11834","compound 15c [PMID: 34865476]","11","4","16","168.51","625.2245372","2.763","2"
"11833","compound 21k [PMID: 34985886]","3","1","3","58.22","387.13830518","4.714","0"
"11832","compound 10 [PMID: 34989568]","4","1","9","68.52","468.17731082","6.374","1"
"11831","vadadustat","5","3","5","99.52","306.0407346","0.494","0"
"11830","donafenib","6","3","9","92.35","464.086302816","3.752","0"
"11829","levoketoconazole","6","0","8","69.06","530.14876096","4.082","0"
"11828","enarodustat","5","3","7","116.56","340.11715512","2.553","0"
"11826","ITH15004","4","0","3","60.67","339.96854394","3.372","0"
"11825","MMV897698","3","0","7","61.54","382.12413232","6.613","1"
"11824","MMV1803022","4","1","7","81.77","440.16599718","6.757","1"
"11823","AIM-1290","5","1","7","82.7","381.13225452","1.734","0"
"11822","NCATS-SM3710","3","1","5","63.47","465.12440472","6.817","1"
"11821","VU0134992","3","2","6","50.36","410.15689058","5.223","1"
"11820","alpha-D-pentagalloylglucose","11","15","16","444.18","940.1181814","6.804","4"
"11819","NT23","4","1","8","117.65","411.03230338","5.146","1"
"11818","levonantradol","3","2","8","67.79","437.25660888","5.223","1"
"11817","URB937","4","3","6","101.65","354.15795736","3.696","0"
"11816","ABD-1970","6","0","8","45.25","515.14103882","5.394","1"
"11815","SA-57","5","1","8","58.64","338.13972046","3.203","0"
"11814","[D-Lys3]-GHRP-6","16","12","32","326.91","929.50242724","0.8","3"
"11813","idremcinal","13","4","8","165.84","743.4819772","2.911","1"
"11812","XMU-MP-1","6","2","3","161.52","416.0725305","3.13","0"
"11811","SBP-3264","5","2","4","73.91","369.1356381","4.19","0"
"11810","CP-424,174","6","3","8","103.88","452.15365632","5.656","1"
"11809","CP-412,245","5","2","8","83.65","436.1587417","7.236","1"
"11808","JX21108","5","3","5","111.51","432.21479828","1.792","0"
"11807","TNNI3K degrader","16","3","15","184.27","851.39009984","2.119","2"
"11806","GSK329","6","3","8","88.17","471.04766482","4.941","0"
"11805","hGLP-2(3-33,M10Y)","92","53","149","1557.57","3587.74200916","-13.258","3"
"11804","hGLP-2(1-33,M10Y)","97","56","157","1644.45","3795.83803488","-14.153","3"
"11803","OCT2013","2","1","6","52.16","250.16812812","1.847","0"
"11802","compound 10 [PMID: 34704759]","38","15","79","576.33","1789.84938","3.628","3"
"11801","reldesemtiv","6","2","6","98.2","384.15101578","1.097","0"
"11800","CP-628006","4","2","9","62.22","536.2650633","7.379","1"
"11799","SJ995973","10","3","14","184.39","715.2343663","5.749","2"
"11798","BMS-986278","8","1","10","119.67","445.23251934","2.151","0"
"11797","FNDR-20123","4","2","7","83.28","377.18517516","2.847","0"
"11796","MMV693183","6","4","9","98.66","362.14534198","1.277","0"
"11794","BAY-297","6","2","6","104.69","459.12621628","4.532","0"
"11793","BAY-091","6","2","6","98.9","440.1648543","2.698","0"
"11792","firzacorvir","8","2","5","145.84","484.05543648","0.908","0"
"11791","BIIB091","10","2","8","127.91","542.2866206","2.603","0"
"11790","iboxamycin","8","5","8","145.58","494.22173596","2.708","0"
"11789","laniquidar","5","0","8","69.48","584.2787413","6.372","1"
"11788","zosuquidar","4","1","6","48.83","527.23843392","4.462","0"
"11787","tariquidar","6","2","13","111.25","646.27913524","5.353","2"
"11786","WS-898","6","2","8","126.16","567.18412962","6.845","1"
"11784","AZ14117230","15","5","23","246.2","959.42762826","6.695","3"
"11783","AZD5991","4","1","1","137.7","671.1791599","8.259","1"
"11782","zemirciclib","6","2","6","88.91","429.19315304","3.172","0"
"11781","AZD4320","11","4","20","198.41","944.2325756","10.262","3"
"11780","AZD2906","4","1","9","77.75","460.19106908","4.965","0"
"11779","AZ6102","4","2","3","78.84","428.23245974","5.495","1"
"11778","BCL6 PROTAC 15","19","3","17","240.47","945.3423962","0.883","2"
"11777","SIM1","25","5","44","404.26","1616.59769834","9.469","3"
"11775","compound 6 [PMID: 34553947]","5","2","4","124.13","434.1224181","2.167","0"
"11767","compound 7d [PMID: 34528437]","2","0","5","44.12","312.06655544","3.966","0"
"11766","XR8-24","5","3","9","84.64","474.24533298","4.071","0"
"11765","XR8-23","5","4","10","93.43","488.26098306","4.585","0"
"11764","MAT-POS-932d1078-3","4","1","4","60.45","370.11289894","2.823","0"
"11757","BMS-986158","5","1","5","77.99","495.26342556","4.988","0"
"11756","sivopixant","5","2","9","128.34","507.13094666","5.698","1"
"11755","ARD-2585","13","2","9","149.4","762.3044945","5.264","2"
"11754","milvexian","7","1","4","124.89","625.13198296","4.979","0"
"11753","ETX0462","8","5","6","186.99","364.08011798","-2.322","0"
"11752","FRM-024","3","1","5","73.04","423.1462028","5.367","1"
"11751","JNJ-67569762","7","2","7","141.35","530.12470386","3.257","0"
"11750","GSK3685032","7","2","6","158.12","420.17323058","2.651","0"
"11749","onametostat","7","4","4","136.1","482.10658626","3.576","0"
"11748","baloxavir marboxil","7","0","6","124.84","571.1224777","4.134","0"
"11747","BPR1R024","7","2","9","92.27","482.16780874","3.868","0"
"11746","monzosertib","8","2","8","99.79","465.16238902","3.622","0"
"11745","valspodar","23","4","15","275.64","1213.84136888","7.824","3"
"11744","aranidipine","6","1","8","124.84","388.12705114","2.952","0"
"11743","SU5402","4","3","4","82.19","296.1160925","1.643","0"
"11742","bifemelane","1","1","8","21.26","269.17796454","4.022","0"
"11741","biricodar","7","0","17","117.15","603.29445098","4.031","1"
"11740","lacidipine","7","1","11","90.93","455.23078804","5.767","2"
"11739","manidipine","7","1","12","114.25","610.27913524","6.086","2"
"11738","mirodenafil","6","2","11","129.14","531.25154058","2.705","1"
"11737","temocaprilat","7","3","9","160.48","448.11266406","1.966","0"
"11736","temocapril","7","2","11","149.48","476.14396422","2.71","1"
"11735","compound 18n [PMID: 34382802]","7","2","7","136.09","537.0761342","2.579","0"
"11734","zandatrigine","6","1","7","98.69","460.59090446433936","2.4880000000000004","0"
"11733","compound 4f [PMID: 34328319]","6","1","5","67.87","364.118985","1.745","0"
"11732","BAY-8400","5","0","3","65.2","393.14011674","4.537","0"
"11731","azenosertib","7","2","7","103.82","526.2804726","2.932","0"
"11730","TAK-020","4","2","5","103.97","351.13313954","2.651","0"
"11729","MK-8262","6","1","9","88.96","724.16197608","10.08","1"
"11728","BMS-986318","5","1","6","92.35","614.1099308","4.696","0"
"11727","ASTX029","9","3","10","125.91","583.19977524","3.22","0"
"11726","compound 20 [PMID: 34432979]","19","6","23","270.14","1044.49276842","4.432","3"
"11725","MD-222","12","5","13","165.81","892.29181718","7.198","3"
"11724","MG-277","10","4","10","136.71","773.25470336","6.227","1"
"11723","BRD7929","5","1","7","48.05","522.29947676","5.387","1"
"11722","DT2216","20","5","35","321.37","1540.58343638","13.538","3"
"11720","S-deschloroketamine","2","1","2","29.1","203.1310143","2.26","0"
"11718","vanin-1 inhibitor [PMID: 33196323]","7","1","5","104.45","342.12290918","1.093","0"
"11717","BI1265162","9","3","15","164.15","566.20475677","2.188","1"
"11716","londamocitinib","10","3","10","140.93","599.21263016","1.947","0"
"11715","opnurasib","5","1","5","84.63","525.20438642","5.925","1"
"11714","AZD7624","5","3","11","96.76","491.23326828","4.27","0"
"11713","&beta;-secretase inhibitor IV","9","4","15","136.22","578.25629162","4.261","1"
"11711","AZD0284","7","2","8","112.16","524.08406214","3.203","0"
"11710","asundexian","6","2","10","133.61","592.12489388","4.609","0"
"11709","compound 1 [PMID: 33929818]","7","1","7","103.91","486.21795254","3.583","0"
"11708","maralixibat","5","1","13","78.46","674.39915372","6.932","2"
"11707","SHA 68R","6","1","6","61.88","445.18017004","4.169","0"
"11706","compound 6c [PMID: 34435786]","6","3","2","127.18","266.09498018","-0.112","0"
"11705","fomepizole","1","1","0","28.68","82.05309824","0.973","0"
"11704","MMV688533","7","4","8","120.96","519.11299416","6.039","1"
"11703","L-45","5","1","5","58.35","360.20624496","5.947","1"
"11702","CDD-1976","4","1","6","75.29","323.12699154","3.013","0"
"11701","UAWJ9-36-3","8","3","10","107.97","429.22637134","1.558","0"
"11700","TCN-213","5","2","9","120.45","376.13915358","4.756","0"
"11698","obefazimod","2","1","4","34.15","338.04337536","5.854","1"
"11697","compound 11d [PMID: 34406006]","6","3","6","95.86","543.39237422","8.764","1"
"11696","XYT528B","4","1","6","63.6","528.41786072","11.785","1"
"11695","HTL6641","7","0","5","110.31","480.07152536","2.498","0"
"11694","SRI22141","3","1","6","54.82","564.21797086","5.766","1"
"11693","PF-514273","3","0","4","46.84","451.06658872","6.022","1"
"11692","adaptavir","24","16","31","437.28","856.39266154","-7.892","3"
"11691","ICI-199441","3","0","7","23.55","390.12656894","4.797","0"
"11690","GSK852","5","3","6","87.66","406.18925752","2.918","0"
"11689","compound 10 [PMID: 34279934]","5","2","9","114.33","409.1559088","3.655","0"
"11688","BMS-911172","4","2","8","90.38","339.13944806","2.545","0"
"11687","atuveciclib","6","2","6","109.23","387.11652418","3.024","0"
"11686","enitociclib","5","2","6","96.34","404.1118534","4.443","0"
"11685","zelatriazin (TAK-041)","4","1","7","86.11","392.10962512","3.523","0"
"11684","evixapodlin","10","4","13","152.28","690.22365728","3.774","1"
"11683","sucunamostat","10","6","12","201.13","470.14376384","-1.295","2"
"11682","zenuzolac","2","1","3","58.89","205.0738933","1.934","0"
"11681","zunsemetinib","5","1","6","102.5","513.13792386","3.283","0"
"11680","ziftomenib","10","2","11","159.04","717.28549858","4.733","1"
"11679","zapnometinib","3","2","3","49.33","408.91781064","5.29","1"
"11678","vepafestinib","8","2","7","107.53","474.23793906","2.406","0"
"11677","vebreltinib","5","0","4","78.72","424.13717726","5.934","1"
"11676","tuxobertinib","8","2","12","110.73","560.19388132","3.022","1"
"11675","tunlametinib","4","3","7","111.72","490.96121678","3.823","0"
"11674","tizaterkib","8","1","7","102.99","494.19902864","3.949","0"
"11672","sunvozertinib","9","4","11","114.88","583.24739416","4.474","0"
"11671","luxeptinib","6","4","6","98.91","495.1318378","4.602","0"
"11670","ilunocitinib","7","1","5","128.94","383.11644392","0.366","0"
"11669","gunagratinib","6","2","7","111.71","423.19065448","2.436","0"
"11668","gemnelatinib","4","0","4","84.46","393.15896038","3.718","0"
"11667","elunonavir","18","5","27","217.64","1155.43884052","8.469","3"
"11666","atuzabrutinib","7","1","7","122.95","539.24450166","5.821","1"
"11665","XMD-12","5","2","3","88.21","430.21172428","5.325","1"
"11664","luvixasertib","7","3","9","113.67","498.23793906","4.596","0"
"11663","MLI-2","5","1","4","76.16","379.20082524","4.254","0"
"11662","CP-10","17","3","15","231.77","857.37214122","2.507","2"
"11661","TBK1 PROTAC 3i","17","5","35","246.94","1091.45135864","5.611","3"
"11660","compound 38k [PMID: 34351741]","8","1","7","96.08","615.17949212","5.372","1"
"11659","CC-90005","8","3","8","128.87","447.21942976","2.843","0"
"11658","CCF981","5","1","7","79.7","442.13088706","4.42","0"
"11657","ML300","6","1","9","108.36","431.14159608","2.446","0"
"11656","kelatorphan","5","4","9","115.73","294.12157182","0.078","0"
"11655","phelorphan","6","3","11","134.3","386.13002836","2.35","0"
"11654","racecadotril","5","1","12","97.77","385.1347794","3.117","1"
"11653","phosphoramidon","12","8","12","220.48","543.19818119","0.265","3"
"11652","RB3007","8","2","19","159.9","672.24229499","6.184","2"
"11651","RB120","5","2","17","157.32","506.17315622","5.098","2"
"11650","RB101","5","2","19","157.32","582.20445638","6.543","2"
"11648","daridorexant","5","1","5","88.41","450.15710184","4.572","0"
"11647","gartisertib","11","2","7","134.22","541.23614246","-0.108","1"
"11646","YH-53","8","4","13","170.52","575.22024042","3.353","1"
"11643","calpeptin","6","2","14","84.5","362.22055768","4.542","1"
"11641","compound 25c [PMID: 23747811]","9","3","14","154.73","536.20934138","3.436","1"
"11640","compound 3 [PMID: 16884309]","11","4","20","151.93","572.3210001","3.617","2"
"11639","MG-115","8","3","18","113.6","461.28897166","5.106","2"
"11635","GC-373","8","3","13","113.6","403.21072126","2.329","1"
"11630","compound 2i [PMID: 23245752]","11","4","18","183.83","635.27775536","3.789","2"
"11629","famciclovir","8","1","9","122.22","321.14370424","0.619","0"
"11628","pirtobrutinib","6","3","9","125.26","479.15805258","4.44","0"
"11627","piclamilast","3","1","6","60.45","380.06944794","3.806","0"
"11626","PF-05180999","6","0","4","77.03","414.15282734","3.73","0"
"11625","TC-E 5005","3","0","3","52.31","270.14806134","3.405","0"
"11624","ningetinib","4","2","9","107.09","556.21219848","4.038","0"
"11623","gumarontinib","7","0","4","126.17","459.12259192","2.379","0"
"11622","alofanib","6","2","6","147.88","413.06815632","4.205","0"
"11621","foslinanib","3","3","4","118.66","365.04645209","2.727","0"
"11620","recilisib","4","1","5","79.82","336.02230768","3.827","0"
"11619","toceranib","5","3","6","77.23","396.19615446","2.6","0"
"11618","vorolanib","7","3","6","97.54","439.20196812","1.85","0"
"11617","GLPG4716","6","2","4","83.3","390.19348738","4.528","0"
"11616","compound 21 [PMID: 34408808]","2","1","7","139.59","587.0641875","5.679","1"
"11615","compound 19 [PMID: 33786375]","1","1","6","98.46","564.07673882","7.008","1"
"11614","LY395756","5","3","2","100.62","199.084458","-2.882","0"
"11613","ropsacitinib","6","0","4","113.41","383.16069168","1.081","0"
"11612","CRV431","25","6","21","307.9","1302.92543294","8.926","4"
"11611","CGP-37157","2","1","1","54.4","322.99384042","3.941","0"
"11610","Honokiol","0","2","5","40.46","266.13067996","5.525","1"
"11609","pegcantratinib","9","1","6","113.26","580.19579946","5.109","1"
"11608","epitinib","7","2","7","82.62","430.21172428","2.539","0"
"11606","compound 15l [PMID: 34242027]","10","4","16","168.58","633.31624906","3.69","1"
"11605","melphalan flufenamide","6","2","15","84.66","497.16482564","4.574","1"
"11602","DX600","68","40","111","1243.82","3074.31159928","-6.726","3"
"11600","compound 21 [PMID: 34141085]","3","1","6","105.09","499.1718911","5.909","1"
"11599","SD-91","21","8","23","337.69","1135.42047017","3.03","3"
"11598","BMS-741672","8","2","8","90.46","506.26170922","3.588","0"
"11597","BMS-753426","8","3","8","99.25","506.26170922","3.766","0"
"11596","compound 2a [PMID: 34213885]","8","3","13","113.6","449.28897166","4.309","1"
"11595","compound 18 [PMID: 34212719]","6","1","1","94.88","337.10759344","2.516","0"
"11591","estetrol","3","4","0","80.92","304.16745944","2.819","0"
"11590","BIO-32546","3","1","7","49.77","543.22081342","7.817","1"
"11589","compound 20c [PMID: 34181850]","4","2","10","141.4","531.0301105","4.722","0"
"11588","compound 17 [PMID: 34176264]","12","3","7","175.78","711.2805322","4.166","1"
"11587","balixafortide","41","24","23","756.46","1862.83447974","2.167","3"
"11586","blarcamesine","2","0","4","12.47","281.17796454","3.629","0"
"11585","PCI-27483","12","9","11","291.25","596.13254754","-1.457","2"
"11584","avoralstat","9","5","12","167.49","513.20121918","1.702","0"
"11582","anagliptin","8","2","8","115.42","383.20697324","0.032","0"
"11580","AZ5104","7","3","11","98.41","485.25392348","3.292","0"
"11578","olsalazine","6","4","4","139.78","302.05388612","3.416","0"
"11577","udenafil","6","2","11","130.59","516.25187492","3.126","1"
"11576","zucapsaicin","2","2","10","58.56","305.19909394","4.316","0"
"11575","bictegravir","5","2","4","100.87","449.11985548","4.355","0"
"11574","elvitegravir","3","2","7","88.76","447.12487892","6.262","1"
"11573","grazoprevir","13","3","10","203.6","766.33599858","4.049","1"
"11572","narlaprevir","12","4","20","179.23","707.42917078","5.967","3"
"11571","raltegravir","7","3","8","152.24","444.15574616","3.729","0"
"11570","vaniprevir","14","3","9","188.9","757.37204978","4.717","1"
"11569","balsalazide","8","4","8","148.65","357.09608532","2.723","0"
"11568","LUT014","7","3","7","113.53","528.16339204","5.816","1"
"11567","analog 18 [PMID: 28696697]","8","3","20","116.9","481.35157198","4.31","1"
"11566","EB-42486","7","2","4","104.62","414.1916575","5.225","1"
"11565","compound 13ac [PMID: 33256400]","7","1","8","79.18","459.27465894","2.816","0"
"11564","irigenol","0","6","1","151.59","318.03756736","3.561","1"
"11563","pseudochelerythrine","0","0","0","40.8","332.09228304","5.544","1"
"11562","compound V [PMID: 29351497]","2","1","7","94.47","449.17731294","4.416","0"
"11561","compound IV [PMID: 29351497]","3","1","4","55.13","342.13682796","4.498","0"
"11560","compound III [PMID: 29351497]","7","1","11","170.08","356.05006374","1.269","1"
"11559","compound II [PMID: 29351497]","4","0","7","76.66","460.03028556","5.709","1"
"11558","compound I [PMID: 29351497]","4","2","10","84.48","370.18925752","2.11","0"
"11557","LY3202626","9","2","6","156.81","498.13979948","1.743","0"
"11556","brincidofovir","8","3","26","155.94","561.35428805","7.012","2"
"11555","diABZI-4","11","4","18","202.38","807.39287668","5.603","3"
"11554","DSM705","5","3","7","99.35","404.15724404","3.055","0"
"11553","compound 3j [PMID: 33975947]","10","6","14","156.86","412.24931544","-0.193","1"
"11550","venglustat","5","1","6","82.7","389.15732642","3.275","0"
"11549","vonoprazan","4","1","5","72.37","345.0947261","2.499","0"
"11548","compound 4-3 [PMID: 34027661]","3","0","3","62.68","327.07292802","3.418","0"
"11547","icenticaftor","5","3","7","97.47","361.0861107","2.614","0"
"11544","belvarafenib","7","3","5","134.06","478.07788616","4.356","0"
"11543","compound 19 [PMID: 33979649]","7","2","9","67.92","531.30095398","3.821","0"
"11542","SR-1114","17","5","21","253.32","830.2693755","1.965","2"
"11541","SR-0813","8","3","10","116.22","496.22566014","3.928","0"
"11540","sulfopin","4","0","5","62.83","281.08524234","1.497","0"
"11539","SBC-115,337","5","2","7","97.37","473.13755624","5.158","1"
"11538","opiorphin","20","12","27","371.84","692.37180688","-6.494","3"
"11537","NTP42","6","2","10","125.9","515.13264846","5.47","1"
"11536","ONO-8130","6","1","9","133.42","500.14396422","5.244","1"
"11535","pregnanolone sulphate","5","1","3","89.05","398.21269546","4.801","0"
"11534","eltanolone","2","1","1","37.3","318.2558806","6.098","1"
"11533","MM3122","15","8","23","279.59","665.27440128","-0.201","3"
"11532","SCO-267","7","1","14","105.09","614.34682094","7.421","2"
"11529","STM2457","5","2","8","92.8","444.22737436","4.67","0"
"11528","INCB086550","10","3","9","151.64","693.30635304","4.813","0"
"11527","[<sup>3</sup>H]-TCS 1102","5","1","8","92.53","470.17764728","4.709","0"
"11526","saruparib","6","2","6","94.22","406.21172428","1.622","0"
"11525","tagtociclib","8","3","10","123.16","404.2172036","1.73","0"
"11524","aficamten","4","1","5","85.84","337.153875","2.555","0"
"11523","pociredir","4","1","1","73.57","403.14445318","5.744","1"
"11522","(2S)-2-[(6Z,15Z)-20-hydroxyicosa-6,15-dienamido]butanedioate","7","2","22","129.59","437.27773828","4.902","1"
"11520","compound 17 [PMID: 33655614]","2","1","3","54.98","305.99628292","3.682","0"
"11519","compound 8 [PMID: 33655614]","13","4","21","186.96","621.32748244","1.821","2"
"11517","soticlestat","5","1","5","66.32","373.17902716","2.79","0"
"11516","TAK-418","4","2","7","78.6","320.1558492","1.223","0"
"11515","K777","8","2","15","107.2","576.27702708","4.167","1"
"11514","CVN424","7","1","6","79.82","473.22384646","3.1","0"
"11513","zavegepant","8","3","9","120.67","638.3692877","3.561","0"
"11512","bavdegalutamide","14","2","10","181.17","811.30088634","4.777","1"
"11511","vepdegrestrant","8","2","7","96.43","723.37845544","7.157","1"
"11510","M4205","6","1","10","85.4","508.2699079","4.583","0"
"11509","BMS-986299","6","3","5","116.58","349.16510838","1.932","0"
"11508","ML1000","11","4","14","159.93","547.33698452","1.798","1"
"11507","JNJ-67856633","2","2","3","76.18","320.08849572","3.099","0"
"11506","GDC-0134","7","1","5","89.63","440.15838692","4.011","0"
"11505","compound 12d [PMID: 33821636]","8","4","13","124.44","398.21253596","1.43","1"
"11504","lopinavir","8","4","17","120","628.36247102","4.84","1"
"11503","nirmatrelvir","9","3","11","131.4","499.24063942","1.392","0"
"11502","viloxazine","2","1","5","39.72","237.13649362","1.258","0"
"11499","PCS1055","4","1","6","41.05","412.26269728","5.684","1"
"11498","PD 102807","3","1","4","63.79","392.17360744","4.284","0"
"11497","[<sup>3</sup>H]4-DAMP","2","0","5","26.3","324.19635428","3.642","0"
"11496","S1P d20:1","5","3","19","127.27","407.28006041","6.461","2"
"11495","BMS-986104 derivative 24","3","2","8","55.48","345.26677964","4.358","0"
"11494","BMS-986104 derivative 12","3","2","7","55.48","331.25112956","3.643","0"
"11493","BMS-986166","2","2","6","55.48","379.25112956","5.046","1"
"11492","CPN-223","23","13","39","388.68","1121.59230496","3.052","3"
"11489","BTT-3033","7","2","8","104.19","465.12708888","3.995","0"
"11488","zaurategrast","7","3","7","104.21","520.11100296","2.639","0"
"11487","valategrast","7","2","15","87.74","603.1458398","7.074","2"
"11486","firategrast","5","2","12","94.09","499.18064424","5.003","2"
"11484","DM-CHX","7","1","6","94.99","366.2154723","0.214","0"
"11483","GPI-1046","6","0","10","76.57","360.2049076","2.108","0"
"11482","SAFit2","6","0","20","114.46","802.44044668","7.423","2"
"11481","SAFit1","6","1","19","139.29","747.36186194","7.352","2"
"11480","SLF","7","1","16","128.67","583.27813222","4.39","1"
"11479","retigabine derivative 10g","7","2","12","79.9","441.20638482","4.943","0"
"11478","RY785","5","2","8","61.44","353.21032732","3.672","0"
"11477","JNJ303","5","2","7","92.88","440.15365632","3.499","0"
"11474","NS383","3","2","2","64.93","321.147727","3.646","0"
"11473","JNJ-67869386","4","2","3","80.06","331.12446666","2.924","0"
"11472","JNJ-799760","3","3","6","106.24","388.15354066","3.923","0"
"11471","compound 5b [PMID: 25974655]","4","2","9","86.56","426.182254","5.929","1"
"11469","BRD9185","5","2","9","76.36","485.1537964","4.515","0"
"11467","tilarginine","6","4","6","113.73","188.12732588","-2.956","0"
"11466","MMV689258","6","4","11","98.66","354.19548578","0.936","0"
"11463","MMV009108","5","1","7","98.92","415.13881924","4.878","0"
"11460","compound 4 [PMID: 30824200]","4","5","8","96.29","363.20591062","5.613","1"
"11458","JK1","4","2","2","80.04","392.1040036","4.298","0"
"11457","CC-401","4","2","6","82.72","388.20115958","4.504","0"
"11456","MMV019313","3","1","6","82.58","397.18239832","4.111","0"
"11455","DDD85646","7","2","5","100.53","494.10585056","4.425","0"
"11454","selepressin","24","12","24","441.93","1047.49939274","-0.406","3"
"11453","MRS4625","2","1","6","49.77","505.18647856","7.7","1"
"11452","TIM-38","0","0","2","52.37","245.02997776","3.642","0"
"11451","PSB-16133","7","3","5","160.24","530.09701398","6.453","1"
"11450","serdexmethylphenidate","10","2","13","149.18","499.19546512","1.848","1"
"11449","[<sup>3</sup>H]T-516","6","2","8","92.88","374.223928832","2.466","0"
"11448","danavorexton","7","1","8","93.32","424.20319338","2.829","0"
"11447","compound 1 [PMID: 33547286]","9","2","13","143.38","624.21548938","5.896","2"
"11446","lenacapavir","10","2","14","174.7","967.14351926","8.17","2"
"11445","GS-441524","8","4","2","149.92","291.096754","-1.616","0"
"11444","casimersen","16","3","16","190.77","577.5691483097439","-3.6840000000000006","3"
"11443","compound 5 [Zhang <i>et al</i>., 2021]","2","0","6","67.39","441.12440472","6.518","1"
"11441","MI-30","7","2","10","104.81","495.13277654","2.704","0"
"11440","MI-09","7","2","12","114.04","511.1930205","2.814","0"
"11439","RCI-0879","10","0","9","111.32","603.16851048","0.374","0"
"11438","DS37001789","9","0","11","102.09","623.15027358","1.97","0"
"11437","VU0409551","3","0","5","55.57","352.12232076","3.142","0"
"11435","[<sup>125</sup>I]bantag-1","12","8","29","199.26","894.63064762","5.66","4"
"11433","cetilistat","1","0","16","52.33","401.29299442","10.745","2"
"11432","MI-23","7","2","10","95.58","461.21261308","2.081","0"
"11431","triheptanoin","6","0","23","78.9","428.31378948","7.927","2"
"11430","viltolarsen","141","29","122","2504.15","6921.3564214","-21.815","3"
"11429","tirzepatide","113","58","205","1789.63","4810.52486008","-9.26","3"
"11428","posaconazole","7","1","12","115.18","700.3297086","5.721","2"
"11427","oseltamivir","6","2","9","90.65","312.2049076","1.052","0"
"11426","itraconazole","7","0","11","104.18","704.23930736","6.709","2"
"11425","TYK2 inhibitor 14l","7","1","7","126.87","479.07875664","3.056","0"
"11424","CC-90009","7","2","6","95.58","461.09539032","2.684","0"
"11423","SGC6870","4","1","3","77.65","468.05071118","4.366","0"
"11422","sabizabulin","2","2","6","89.23","377.13755624","3.03","0"
"11421","emvododstat","2","1","5","54.56","466.08509802","6.273","1"
"11416","zeteletinib","4","1","9","99.37","500.16714006","4.391","0"
"11415","zabedosertib","7","2","8","122.56","470.12356098","3.156","0"
"11414","tasurgratinib","8","3","14","127.18","587.2743842","2.147","1"
"11413","nemtabrutinib","6","3","7","109.36","478.14078308","4.669","0"
"11411","edaxeterkib","7","2","5","99.27","469.22262332","3.186","0"
"11410","deuruxolitinib","4","1","4","83.18","306.159294656","2.696","0"
"11409","cimpuciclib","8","2","8","100.86","542.29178624","4.615","0"
"11408","compound 4 [PMID: 33531496]","3","2","4","55.12","330.0979978","4.367","0"
"11407","compound 5 [PMID: 19338355]","3","1","3","73.47","515.99823326","4.252","0"
"11406","zaloglanstat","3","2","7","79.26","452.12268838","5.008","1"
"11405","LP533401","6","3","9","124.35","526.16280362","4.25","0"
"11404","compound 23a [PMID: 33417443]","4","3","7","131.7","431.14812094","2.152","0"
"11403","JH112","6","0","6","79.77","492.20405208","6.784","1"
"11402","acivicin","3","2","2","84.91","178.01451982","-2.381","0"
"11401","BJP-06-005-3","13","5","23","196.03","737.33037494","2.331","2"
"11400","AG-17724","5","3","6","95.08","377.11756972","3.512","0"
"11399","compound 20 [PMID: 25091930]","3","2","6","90.75","450.0371825","5.106","1"
"11398","AG-122018","4","3","7","82.19","428.15362092","4.493","0"
"11397","compound 40 [PMID: 33470814]","12","4","18","210.09","873.41467476","6.182","3"
"11396","plitidepsin","21","4","18","284.74","1109.62601578","5.067","3"
"11394","2-TEDC","3","2","6","118.79","315.056529","2.15","0"
"11393","BW B70C","2","2","6","75.79","316.12232076","2.768","0"
"11392","TFC007","8","1","8","96.89","487.22195464","2.686","0"
"11391","SC-58125","3","0","4","59.82","384.0555616","4.678","0"
"11390","PD-146176","0","1","0","41.09","237.06122044","4.37","0"
"11389","dotinurad","4","1","2","83.06","356.9629342","2.861","0"
"11388","voclosporin","23","5","16","278.8","1213.84136888","8.577","3"
"11387","rilpivirine","6","2","5","97.42","366.15929472","3.779","0"
"11386","cabotegravir","5","2","4","100.87","405.11362722","3.716","0"
"11385","4OH-GTS-21","2","1","3","54.71","294.13682796","2.472","0"
"11384","GTS-21","2","0","4","43.71","308.15247804","2.793","0"
"11383","NS6740","3","0","4","36.69","364.13986266","3.333","0"
"11382","lunacalcipol","4","2","6","82.98","474.28038116","5.454","1"
"11381","talarozole","4","1","7","83.87","377.16741692","4.89","0"
"11380","R116010","4","1","6","74.22","377.16741692","3.513","0"
"11379","picotamide","6","2","9","93.21","376.15354066","1.663","0"
"11378","furegrelate sodium","3","0","3","66.16","275.05583754","1.715","0"
"11377","Citrusinine II","0","3","1","91.92","287.07937262","3.371","0"
"11375","troriluzole","8","3","11","154.89","419.08750978","-0.266","0"
"11374","compound 7 [PMID: 32302132]","5","2","9","80.04","276.15862604","3.08","0"
"11373","HET0016","1","2","5","44.62","206.14191334","3.327","0"
"11372","sesamin","2","0","2","55.38","354.11033844","2.746","0"
"11371","epalrestat","4","1","4","115","319.03368538","2.121","0"
"11370","(3,5)-[<sup>19</sup>F]<sub>2</sub>-Phe-&psi;-Ala","4","3","6","107.44","274.05875516","-1.372","0"
"11367","[<sup>18</sup>F]FEPPG","5","2","9","92.86","298.13288546","-1.522","0"
"11365","DX-9065a","6","4","8","123.49","444.21614098","4.935","0"
"11364","JTV-803","7","3","6","115.77","409.21138994","2.554","0"
