"# GtoPdb Version: 2024.2 - published: 2024-06-26"
"Ligand","Ligand ID","Target","Target ID","Target Ligand","Target Ligand ID","Target Species","Type"
"retigabine","2601","K<SUB>v</SUB>7.2","561",,"0","Human","Synthetic organic"
"retigabine","2601","K<SUB>v</SUB>7.3","562",,"0","Human","Synthetic organic"
"retigabine","2601","K<SUB>v</SUB>7.4","563",,"0","Human","Synthetic organic"
"retigabine","2601","K<SUB>v</SUB>7.5","564",,"0","Human","Synthetic organic"
"astemizole","2603","H<sub>1</sub> receptor","262",,"0","Human","Synthetic organic"
"dofetilide","2604","K<SUB>v</SUB>11.1","572",,"0","Human","Synthetic organic"
"terfenadine","2608","H<sub>1</sub> receptor","262",,"0","Human","Synthetic organic"
"lidocaine","2623","Na<sub>v</sub>1.5","582",,"0","Human","Synthetic organic"
"phenytoin","2624","Na<sub>v</sub>1.2","579",,"0","Human","Synthetic organic"
"mexiletine","2629","Na<sub>v</sub>1.4","581",,"0","Human","Synthetic organic"
"triiodothyronine","2634","Thyroid hormone receptor-&alpha;","588",,"0","Human","Metabolite"
"triiodothyronine","2634","Thyroid hormone receptor-&beta;","589",,"0","Human","Metabolite"
"T<sub>4</sub>","2635","Thyroid hormone receptor-&alpha;","588",,"0","Human","Metabolite"
"T<sub>4</sub>","2635","Thyroid hormone receptor-&beta;","589",,"0","Human","Metabolite"
"tretinoin","2644","Retinoic acid receptor-&alpha;","590",,"0","Human","Metabolite"
"tretinoin","2644","Retinoic acid receptor-&beta;","591",,"0","Human","Metabolite"
"tretinoin","2644","Retinoic acid receptor-&gamma;","592",,"0","Human","Metabolite"
"alitretinoin","2645","Retinoic acid receptor-&alpha;","590",,"0","Human","Metabolite"
"alitretinoin","2645","Retinoic acid receptor-&beta;","591",,"0","Human","Metabolite"
"alitretinoin","2645","Retinoic acid receptor-&gamma;","592",,"0","Human","Metabolite"
"alitretinoin","2645","vitamin K epoxide reductase complex subunit 1","2645",,"0","Human","Metabolite"
"tamibarotene","2648","Retinoic acid receptor-&alpha;","590",,"0","Human","Synthetic organic"
"clofibrate","2667","Peroxisome proliferator-activated receptor-&alpha;","593",,"0","Human","Synthetic organic"
"bezafibrate","2668","Peroxisome proliferator-activated receptor-&alpha;","593",,"0","Human","Synthetic organic"
"troglitazone","2693","Peroxisome proliferator-activated receptor-&gamma;","595",,"0","Human","Synthetic organic"
"pioglitazone","2694","Peroxisome proliferator-activated receptor-&gamma;","595",,"0","Human","Synthetic organic"
"mesalazine","2700","Peroxisome proliferator-activated receptor-&gamma;","595",,"0","Human","Synthetic organic"
"ibuprofen","2713","COX-1 ","1375",,"0","Human","Synthetic organic"
"ibuprofen","2713","COX-2 ","1376",,"0","Human","Synthetic organic"
"diclofenac","2714","COX-1 ","1375",,"0","Human","Synthetic organic"
"diclofenac","2714","COX-2 ","1376",,"0","Human","Synthetic organic"
"lovastatin","2739","hydroxymethylglutaryl-CoA reductase","639",,"0","Human","Natural product"
"dexamethasone","2768","Glucocorticoid receptor","625",,"0","Human","Synthetic organic"
"paclitaxel","2770","tubulin beta class I","2640",,"0","Human","Natural product"
"calcipotriol","2778","Vitamin D receptor","605",,"0","Human","Synthetic organic"
"1,25-dihydroxyvitamin D3","2779","Vitamin D receptor","605",,"0","Human","Metabolite"
"paricalcitol","2791","Vitamin D receptor","605",,"0","Human","Metabolite"
"diethylstilbestrol","2801","Estrogen receptor-&alpha;","620",,"0","Human","Synthetic organic"
"mifepristone","2805","Glucocorticoid receptor","625",,"0","Human","Synthetic organic"
"mifepristone","2805","Progesterone receptor","627",,"0","Human","Synthetic organic"
"bexarotene","2807","Retinoid X receptor-&alpha;","610",,"0","Human","Synthetic organic"
"bexarotene","2807","Retinoid X receptor-&beta;","611",,"0","Human","Synthetic organic"
"bexarotene","2807","Retinoid X receptor-&gamma;","612",,"0","Human","Synthetic organic"
"estrone","2818","Estrogen receptor-&alpha;","620",,"0","Human","Metabolite"
"raloxifene","2820","Estrogen receptor-&alpha;","620",,"0","Human","Synthetic organic"
"raloxifene","2820","Estrogen receptor-&beta;","621",,"0","Human","Synthetic organic"
"estriol","2821","Estrogen receptor-&alpha;","620",,"0","Human","Metabolite"
"adenosine","2844","A<sub>1</sub> receptor","18",,"0","Human","Metabolite"
"adenosine","2844","A<sub>2A</sub> receptor","19",,"0","Human","Metabolite"
"fluoxymesterone","2861","Androgen receptor","628",,"0","Human","Synthetic organic"
"bicalutamide","2863","Androgen receptor","628",,"0","Human","Synthetic organic"
"nilutamide","2864","Androgen receptor","628",,"0","Human","Synthetic organic"
"cyproterone acetate","2865","Androgen receptor","628",,"0","Human","Synthetic organic"
"prednisolone","2866","Glucocorticoid receptor","625",,"0","Human","Synthetic organic"
"cortisol","2868","Glucocorticoid receptor","625",,"0","Human","Metabolite"
"triamcinolone","2870","Glucocorticoid receptor","625",,"0","Human","Synthetic organic"
"fludrocortisone","2873","Mineralocorticoid receptor","626",,"0","Human","Synthetic organic"
"drospirenone","2874","Mineralocorticoid receptor","626",,"0","Human","Synthetic organic"
"spironolactone","2875","Mineralocorticoid receptor","626",,"0","Human","Synthetic organic"
"eplerenone","2876","Mineralocorticoid receptor","626",,"0","Human","Synthetic organic"
"dydrogesterone","2878","Progesterone receptor","627",,"0","Human","Synthetic organic"
"medroxyprogesterone","2879","Progesterone receptor","627",,"0","Human","Synthetic organic"
"norethisterone","2880","Progesterone receptor","627",,"0","Human","Synthetic organic"
"levonorgestrel","2881","Progesterone receptor","627",,"0","Human","Synthetic organic"
"suvorexant","2890","OX<sub>1</sub> receptor","321",,"0","Human","Synthetic organic"
"suvorexant","2890","OX<sub>2</sub> receptor","322",,"0","Human","Synthetic organic"
"celecoxib","2892","COX-2 ","1376",,"0","Human","Synthetic organic"
"rofecoxib","2893","COX-2 ","1376",,"0","Human","Synthetic organic"
"valdecoxib","2894","COX-2 ","1376",,"0","Human","Synthetic organic"
"etoricoxib","2896","COX-2 ","1376",,"0","Human","Synthetic organic"
"lumiracoxib","2897","COX-2 ","1376",,"0","Human","Synthetic organic"
"lorcaserin","2941","5-HT<sub>2C</sub> receptor","8",,"0","Human","Synthetic organic"
"atorvastatin","2949","hydroxymethylglutaryl-CoA reductase","639",,"0","Human","Synthetic organic"
"cerivastatin","2950","hydroxymethylglutaryl-CoA reductase","639",,"0","Human","Synthetic organic"
"fluvastatin","2951","hydroxymethylglutaryl-CoA reductase","639",,"0","Human","Synthetic organic"
"pravastatin","2953","hydroxymethylglutaryl-CoA reductase","639",,"0","Human","Synthetic organic"
"rosuvastatin","2954","hydroxymethylglutaryl-CoA reductase","639",,"0","Human","Synthetic organic"
"simvastatin","2955","hydroxymethylglutaryl-CoA reductase","639",,"0","Human","Synthetic organic"
"ibandronic acid","3059","farnesyl diphosphate synthase","644",,"0","Human","Synthetic organic"
"alendronate","3141","farnesyl diphosphate synthase","644",,"0","Human","Synthetic organic"
"risedronate","3176","farnesyl diphosphate synthase","644",,"0","Human","Synthetic organic"
"zoledronic acid","3177","farnesyl diphosphate synthase","644",,"0","Human","Synthetic organic"
"cinacalcet","3308","CaS receptor","54",,"0","Human","Synthetic organic"
"zafirlukast","3322","CysLT<sub>1</sub> receptor","269",,"0","Human","Synthetic organic"
"montelukast","3340","CysLT<sub>1</sub> receptor","269",,"0","Human","Synthetic organic"
"diazepam","3364","GABA<sub>A</sub> receptor &alpha;1 subunit","404",,"0","Human","Synthetic organic"
"diazepam","3364","GABA<sub>A</sub> receptor &alpha;2 subunit","405",,"0","Human","Synthetic organic"
"diazepam","3364","GABA<sub>A</sub> receptor &alpha;3 subunit","406",,"0","Human","Synthetic organic"
"obeticholic acid","3435","Farnesoid X receptor","603",,"0","Human","Synthetic organic"
"ciprofibrate","3438","Peroxisome proliferator-activated receptor-&alpha;","593",,"0","Human","Synthetic organic"
"gemfibrozil","3439","Peroxisome proliferator-activated receptor-&alpha;","593",,"0","Human","Synthetic organic"
"procaterol","3464","&beta;<sub>2</sub>-adrenoceptor","29",,"0","Human","Synthetic organic"
"formoterol","3465","&beta;<sub>2</sub>-adrenoceptor","29",,"0","Human","Synthetic organic"
"aprepitant","3490","NK<sub>1</sub> receptor","360",,"0","Human","Synthetic organic"
"bosentan","3494","ET<sub>B</sub> receptor","220",,"0","Human","Synthetic organic"
"sufentanil","3534","&mu; receptor","319",,"0","Human","Synthetic organic"
"pranlukast","3634","CysLT<sub>1</sub> receptor","269",,"0","Human","Synthetic organic"
"secretin","3643","secretin receptor","252",,"0","Human","Peptide"
"goserelin","3879","GnRH<sub>1</sub> receptor","256",,"0","Human","Peptide"
"nafarelin","3902","GnRH<sub>1</sub> receptor","256",,"0","Human","Peptide"
"TSH","3920","TSH receptor","255",,"0","Human","Peptide"
"valsartan","3937","AT<sub>1</sub> receptor","34",,"0","Human","Synthetic organic"
"sitaxsentan","3950","ET<sub>A</sub> receptor","219",,"0","Human","Synthetic organic"
"ambrisentan","3951","ET<sub>A</sub> receptor","219",,"0","Human","Synthetic organic"
"mecamylamine","3990","nicotinic acetylcholine receptor &alpha;3 subunit","464",,"0","Human","Synthetic organic"
"pancuronium","4001","nicotinic acetylcholine receptor &alpha;1 subunit","462",,"0","Human","Synthetic organic"
"succinylcholine","4004","nicotinic acetylcholine receptor &alpha;1 subunit","462",,"0","Human","Synthetic organic"
"vorapaxar","4047","PAR1","347",,"0","Human","Synthetic organic"
"amantadine","4128","GluN2A","456",,"0","Human","Synthetic organic"
"amantadine","4128","GluN2B","457",,"0","Human","Synthetic organic"
"amantadine","4128","GluN2C","458",,"0","Human","Synthetic organic"
"amantadine","4128","GluN2D","459",,"0","Human","Synthetic organic"
"aspirin","4139","COX-1 ","1375",,"0","Human","Synthetic organic"
"aspirin","4139","COX-2 ","1376",,"0","Human","Synthetic organic"
"clomiphene","4159","Estrogen receptor-&alpha;","620",,"0","Human","Synthetic organic"
"cyclothiazide","4167","Na-Cl symporter","970",,"0","Human","Synthetic organic"
"dantrolene","4172","RyR1","747",,"0","Human","Synthetic organic"
"flumazenil","4192","GABA<sub>A</sub> receptor &alpha;1 subunit","404",,"0","Human","Synthetic organic"
"flumazenil","4192","GABA<sub>A</sub> receptor &alpha;2 subunit","405",,"0","Human","Synthetic organic"
"flumazenil","4192","GABA<sub>A</sub> receptor &alpha;3 subunit","406",,"0","Human","Synthetic organic"
"flumazenil","4192","GABA<sub>A</sub> receptor &alpha;5 subunit","408",,"0","Human","Synthetic organic"
"flunitrazepam","4193","GABA<sub>A</sub> receptor &alpha;1 subunit","404",,"0","Human","Synthetic organic"
"flunitrazepam","4193","GABA<sub>A</sub> receptor &alpha;2 subunit","405",,"0","Human","Synthetic organic"
"flunitrazepam","4193","GABA<sub>A</sub> receptor &alpha;3 subunit","406",,"0","Human","Synthetic organic"
"flunitrazepam","4193","GABA<sub>A</sub> receptor &alpha;5 subunit","408",,"0","Human","Synthetic organic"
"flurbiprofen","4194","COX-1 ","1375",,"0","Human","Synthetic organic"
"flurbiprofen","4194","COX-2 ","1376",,"0","Human","Synthetic organic"
"heparin","4214","serpin family C member 1","2632",,"0","Human","Metabolite"
"ketamine","4233","GluN2A","456",,"0","Human","Synthetic organic"
"ketamine","4233","GluN2B","457",,"0","Human","Synthetic organic"
"ketamine","4233","GluN2C","458",,"0","Human","Synthetic organic"
"ketamine","4233","GluN2D","459",,"0","Human","Synthetic organic"
"lubiprostone","4242","ClC-2","699",,"0","Human","Synthetic organic"
"nafamostat","4262","complement C1r","2334",,"0","Human","Synthetic organic"
"nafamostat","4262","serine protease 1","2397",,"0","Human","Synthetic organic"
"nafamostat","4262","tryptase alpha/beta 1","2424",,"0","Human","Synthetic organic"
"omeprazole","4279","ATP4A","849",,"0","Human","Synthetic organic"
"triamterene","4329","ENaC&alpha;&beta;&gamma;","742",,"0","Human","Synthetic organic"
"zolpidem","4348","GABA<sub>A</sub> receptor &alpha;1 subunit","404",,"0","Human","Synthetic organic"
"probenecid","4357","Organic anion transporter 1","1025",,"0","Human","Synthetic organic"
"teriparatide","4448","PTH1 receptor","331",,"0","Human","Peptide"
"canagliflozin","4582","Sodium/glucose cotransporter 2","916",,"0","Human","Synthetic organic"
"dapagliflozin","4594","Sodium/glucose cotransporter 2","916",,"0","Human","Synthetic organic"
"digoxin","4726","sodium/potassium-transporting ATPase subunit &alpha;-1","833",,"0","Human","Natural product"
"sildenafil","4743","phosphodiesterase 5A","1304",,"0","Human","Synthetic organic"
"empagliflozin","4754","Sodium/glucose cotransporter 2","916",,"0","Human","Synthetic organic"
"paroxetine","4790","SERT","928",,"0","Human","Synthetic organic"
"nomifensine","4792","NET","926",,"0","Human","Synthetic organic"
"nomifensine","4792","DAT","927",,"0","Human","Synthetic organic"
"gemcitabine","4793","ribonucleotide reductase catalytic subunit M1","2630",,"0","Human","Synthetic organic"
"gemcitabine","4793","ribonucleotide reductase regulatory subunit M2","2631",,"0","Human","Synthetic organic"
"ketoprofen","4795","COX-1 ","1375",,"0","Human","Synthetic organic"
"ketoprofen","4795","COX-2 ","1376",,"0","Human","Synthetic organic"
"mazindol","4797","DAT","927",,"0","Human","Synthetic organic"
"sertraline","4798","SERT","928",,"0","Human","Synthetic organic"
"fludarabine","4802","ribonucleotide reductase catalytic subunit M1","2630",,"0","Human","Synthetic organic"
"fludarabine","4802","ribonucleotide reductase regulatory subunit M2","2631",,"0","Human","Synthetic organic"
"pentostatin","4805","Adenosine deaminase","1230",,"0","Human","Synthetic organic"
"dipyridamole","4807","Equilibrative nucleoside transporter 1","1117",,"0","Human","Synthetic organic"
"reboxetine","4808","NET","926",,"0","Human","Synthetic organic"
"aliskiren","4812","renin","2413",,"0","Human","Synthetic organic"
"methotrexate","4815","dihydrofolate reductase","2603",,"0","Human","Synthetic organic"
"tiagabine","4818","GAT1","929",,"0","Human","Synthetic organic"
"fexofenadine","4819","H<sub>1</sub> receptor","262",,"0","Human","Synthetic organic"
"fenoprofen","4820","COX-1 ","1375",,"0","Human","Synthetic organic"
"vigabatrin","4821","4-aminobutyrate aminotransferase","2464",,"0","Human","Synthetic organic"
"reserpine","4823","Vesicular monoamine transporter 2","1012",,"0","Human","Synthetic organic"
"tetrabenazine","4834","Vesicular monoamine transporter 2","1012",,"0","Human","Synthetic organic"
"chlorothiazide","4835","Na-Cl symporter","970",,"0","Human","Synthetic organic"
"hydrochlorothiazide","4836","Na-Cl symporter","970",,"0","Human","Synthetic organic"
"bumetanide","4837","Kidney-specific Na-K-Cl symporter","968",,"0","Human","Synthetic organic"
"metolazone","4838","Na-Cl symporter","970",,"0","Human","Synthetic organic"
"furosemide","4839","Kidney-specific Na-K-Cl symporter","968",,"0","Human","Synthetic organic"
"miglustat","4841","UDP-glucose ceramide glucosyltransferase","2528",,"0","Human","Synthetic organic"
"miglitol","4842","alpha glucosidase","2611",,"0","Human","Synthetic organic"
"miglitol","4842","maltase-glucoamylase","2627",,"0","Human","Synthetic organic"
"adalimumab","4860",,"0","tumour necrosis factor shed form","5074","Human","Antibody"
"crizotinib","4903","ALK receptor tyrosine kinase","1839",,"0","Human","Synthetic organic"
"erlotinib","4920","epidermal growth factor receptor","1797",,"0","Human","Synthetic organic"
"gefitinib","4941","epidermal growth factor receptor","1797",,"0","Human","Synthetic organic"
"growth hormone 1","4943","Growth hormone receptor","1720",,"0","Human","Peptide"
"imiquimod","5003","TLR7","1757",,"0","Human","Synthetic organic"
"infliximab","5004",,"0","tumour necrosis factor shed form","5074","Human","Antibody"
"insulin","5012","Insulin receptor","1800",,"0","Human","Peptide"
"linaclotide","5017","Guanylyl cyclase-C","1750",,"0","Human","Peptide"
"pertuzumab","5046","erb-b2 receptor tyrosine kinase 2","2019",,"0","Human","Antibody"
"trastuzumab","5082","erb-b2 receptor tyrosine kinase 2","2019",,"0","Human","Antibody"
"methyltyrosine","5094","L-Tyrosine hydroxylase ","1243",,"0","Human","Metabolite"
"anastrozole","5137","CYP19A1","1362",,"0","Human","Synthetic organic"
"captopril","5158","Angiotensin-converting enzyme","1613",,"0","Human","Synthetic organic"
"carbidopa","5159","L-Aromatic amino-acid decarboxylase ","1271",,"0","Human","Synthetic organic"
"cilastatin","5166","Dipeptidase 1","1393",,"0","Unknown","Synthetic organic"
"eflornithine","5176","Ornithine decarboxylase","1276",,"0","Human","Synthetic organic"
"fasudil","5181","Rho associated coiled-coil containing protein kinase 1","1503",,"0","Human","Synthetic organic"
"fasudil","5181","Rho associated coiled-coil containing protein kinase 2","1504",,"0","Human","Synthetic organic"
"letrozole","5209","CYP19A1","1362",,"0","Human","Synthetic organic"
"Li<sup>+</sup>","5212","IMPase 1","1463",,"0","Human","Inorganic"
"metyrapone","5224","CYP11B1","1359",,"0","Human","Synthetic organic"
"milrinone","5225","phosphodiesterase 3A","1298",,"0","Human","Synthetic organic"
"naproxen","5230","COX-1 ","1375",,"0","Human","Synthetic organic"
"naproxen","5230","COX-2 ","1376",,"0","Human","Synthetic organic"
"sapropterin","5276","L-Phenylalanine hydroxylase ","1240",,"0","Human","Metabolite"
"orlistat","5277","pancreatic lipase","2590",,"0","Human","Synthetic organic"
"tranylcypromine","5281","Monoamine oxidase A","2489",,"0","Human","Synthetic organic"
"tranylcypromine","5281","Monoamine oxidase B","2490",,"0","Human","Synthetic organic"
"zileuton","5297","5-LOX","1385",,"0","Human","Synthetic organic"
"adapalene","5429","Retinoic acid receptor-&beta;","591",,"0","Human","Synthetic organic"
"adapalene","5429","Retinoic acid receptor-&gamma;","592",,"0","Human","Synthetic organic"
"guanabenz","5443","&alpha;<sub>2A</sub>-adrenoceptor","25",,"0","Human","Synthetic organic"
"guanabenz","5443","&alpha;<sub>2B</sub>-adrenoceptor","26",,"0","Human","Synthetic organic"
"guanabenz","5443","&alpha;<sub>2C</sub>-adrenoceptor","27",,"0","Human","Synthetic organic"
"methadone","5458","&mu; receptor","319",,"0","Human","Synthetic organic"
"varenicline","5459","nicotinic acetylcholine receptor &alpha;4 subunit","465",,"0","Human","Synthetic organic"
"esomeprazole","5488","ATP4A","849",,"0","Human","Synthetic organic"
"sulpiride","5501","D<sub>2</sub> receptor","215",,"0","Human","Synthetic organic"
"degarelix","5585","GnRH<sub>1</sub> receptor","256",,"0","Human","Peptide"
"regadenoson","5596","A<sub>2A</sub> receptor","19",,"0","Human","Synthetic organic"
"quizartinib","5658","fms related receptor tyrosine kinase 3","1807",,"0","Human","Synthetic organic"
"axitinib","5659","kinase insert domain receptor","1813",,"0","Human","Synthetic organic"
"selumetinib","5665","mitogen-activated protein kinase kinase 1","2062",,"0","Human","Synthetic organic"
"afatinib","5667","epidermal growth factor receptor","1797",,"0","Human","Synthetic organic"
"tofacitinib","5677","Janus kinase 1","2047",,"0","Human","Synthetic organic"
"tofacitinib","5677","Janus kinase 2","2048",,"0","Human","Synthetic organic"
"tofacitinib","5677","Janus kinase 3","2049",,"0","Human","Synthetic organic"
"dasatinib","5678","ABL proto-oncogene 1, non-receptor tyrosine kinase","1923",,"0","Human","Synthetic organic"
"neratinib","5686","erb-b2 receptor tyrosine kinase 2","2019",,"0","Human","Synthetic organic"
"imatinib","5687","ABL proto-oncogene 1, non-receptor tyrosine kinase","1923",,"0","Human","Synthetic organic"
"ruxolitinib","5688","Janus kinase 1","2047",,"0","Human","Synthetic organic"
"ruxolitinib","5688","Janus kinase 2","2048",,"0","Human","Synthetic organic"
"lapatinib","5692","epidermal growth factor receptor","1797",,"0","Human","Synthetic organic"
"lapatinib","5692","erb-b2 receptor tyrosine kinase 2","2019",,"0","Human","Synthetic organic"
"nilotinib","5697","ABL proto-oncogene 1, non-receptor tyrosine kinase","1923",,"0","Human","Synthetic organic"
"pazopanib","5698","fms related receptor tyrosine kinase 1","1812",,"0","Human","Synthetic organic"
"pazopanib","5698","kinase insert domain receptor","1813",,"0","Human","Synthetic organic"
"pazopanib","5698","fms related receptor tyrosine kinase 4","1814",,"0","Human","Synthetic organic"
"midostaurin","5702","fms related receptor tyrosine kinase 3","1807",,"0","Human","Synthetic organic"
"bosutinib","5710","ABL proto-oncogene 1, non-receptor tyrosine kinase","1923",,"0","Human","Synthetic organic"
"sorafenib","5711","KIT proto-oncogene, receptor tyrosine kinase","1805",,"0","Human","Synthetic organic"
"sorafenib","5711","fms related receptor tyrosine kinase 3","1807",,"0","Human","Synthetic organic"
"sorafenib","5711","kinase insert domain receptor","1813",,"0","Human","Synthetic organic"
"sunitinib","5713","platelet derived growth factor receptor beta","1804",,"0","Human","Synthetic organic"
"sunitinib","5713","KIT proto-oncogene, receptor tyrosine kinase","1805",,"0","Human","Synthetic organic"
"sunitinib","5713","fms related receptor tyrosine kinase 4","1814",,"0","Human","Synthetic organic"
"fedratinib","5716","Janus kinase 2","2048",,"0","Human","Synthetic organic"
"vandetanib","5717","kinase insert domain receptor","1813",,"0","Human","Synthetic organic"
"vandetanib","5717","ret proto-oncogene","2185",,"0","Human","Synthetic organic"
"treprostinil","5820","IP receptor","345",,"0","Human","Synthetic organic"
"sufinpyrazone","5826","Urate anion exchanger 1","1031",,"0","Human","Synthetic organic"
"cabozantinib","5887","kinase insert domain receptor","1813",,"0","Human","Synthetic organic"
"cabozantinib","5887","MET proto-oncogene, receptor tyrosine kinase","1815",,"0","Human","Synthetic organic"
"everolimus","5889","mechanistic target of rapamycin kinase","2109",,"0","Human","Synthetic organic"
"ponatinib","5890","ABL proto-oncogene 1, non-receptor tyrosine kinase","1923",,"0","Human","Synthetic organic"
"regorafenib","5891","B-Raf proto-oncogene, serine/threonine kinase","1943",,"0","Human","Synthetic organic"
"temsirolimus","5892","mechanistic target of rapamycin kinase","2109",,"0","Human","Synthetic organic"
"vemurafenib","5893","B-Raf proto-oncogene, serine/threonine kinase","1943",,"0","Human","Synthetic organic"
"nintedanib","5936","fms related receptor tyrosine kinase 4","1814",,"0","Human","Synthetic organic"
"sirolimus","6031","FKBP prolyl isomerase 1A","2609",,"0","Human","Synthetic organic"
"tivozanib","6058","fms related receptor tyrosine kinase 1","1812",,"0","Human","Synthetic organic"
"tivozanib","6058","kinase insert domain receptor","1813",,"0","Human","Synthetic organic"
"tivozanib","6058","fms related receptor tyrosine kinase 4","1814",,"0","Human","Synthetic organic"
"clemastine","6063","H<sub>1</sub> receptor","262",,"0","Human","Synthetic organic"
"sitagliptin","6286","dipeptidyl peptidase 4","1612",,"0","Human","Synthetic organic"
"vildagliptin","6310","dipeptidyl peptidase 4","1612",,"0","Human","Synthetic organic"
"saxagliptin","6316","dipeptidyl peptidase 4","1612",,"0","Human","Synthetic organic"
"linagliptin","6318","dipeptidyl peptidase 4","1612",,"0","Human","Synthetic organic"
"alogliptin","6319","dipeptidyl peptidase 4","1612",,"0","Human","Synthetic organic"
"enalapril","6322","Angiotensin-converting enzyme","1613",,"0","Human","Synthetic organic"
"enalaprilat","6332","Angiotensin-converting enzyme","1613",,"0","Human","Synthetic organic"
"ramipril","6339","Angiotensin-converting enzyme","1613",,"0","Human","Synthetic organic"
"ramiprilat","6344","Angiotensin-converting enzyme","1613",,"0","Human","Synthetic organic"
"quinaprilat","6352","Angiotensin-converting enzyme","1613",,"0","Human","Synthetic organic"
"lisinopril","6360","Angiotensin-converting enzyme","1613",,"0","Human","Synthetic organic"
"perindopril","6367","Angiotensin-converting enzyme","1613",,"0","Human","Synthetic organic"
"perindoprilat","6373","Angiotensin-converting enzyme","1613",,"0","Human","Synthetic organic"
"benazepril","6374","Angiotensin-converting enzyme","1613",,"0","Human","Synthetic organic"
"benazeprilat","6375","Angiotensin-converting enzyme","1613",,"0","Human","Synthetic organic"
"imidapril","6377","Angiotensin-converting enzyme","1613",,"0","Human","Synthetic organic"
"imidaprilat","6378","Angiotensin-converting enzyme","1613",,"0","Human","Synthetic organic"
"argatroban","6385","coagulation factor II, thrombin","2362",,"0","Human","Synthetic organic"
"rivaroxaban","6388","coagulation factor X","2359",,"0","Human","Synthetic organic"
"apixaban","6390","coagulation factor X","2359",,"0","Human","Synthetic organic"
"bortezomib","6391","proteasome 20S subunit beta 5","2406",,"0","Human","Synthetic organic"
"camostat","6432","serine protease 1","2397",,"0","Human","Synthetic organic"
"sivelestat","6441","elastase, neutrophil expressed","2358",,"0","Human","Synthetic organic"
"trandolapril","6453","Angiotensin-converting enzyme","1613",,"0","Human","Synthetic organic"
"trandolaprilat","6455","Angiotensin-converting enzyme","1613",,"0","Human","Synthetic organic"
"fosinopril","6456","Angiotensin-converting enzyme","1613",,"0","Human","Synthetic organic"
"desirudin","6458","coagulation factor II, thrombin","2362",,"0","Human","Peptide"
"cilazapril","6459","Angiotensin-converting enzyme","1613",,"0","Human","Synthetic organic"
"cilazaprilat","6461","Angiotensin-converting enzyme","1613",,"0","Rabbit","Synthetic organic"
"zofenopril","6462","Angiotensin-converting enzyme","1613",,"0","Human","Synthetic organic"
"doxycycline","6464","MMP7","1631",,"0","Human","Synthetic organic"
"lepirudin","6469","coagulation factor II, thrombin","2362",,"0","Human","Peptide"
"bivalirudin","6470","coagulation factor II, thrombin","2362",,"0","Human","Peptide"
"mogamulizumab","6477","CCR4","61",,"0","Human","Antibody"
"dabrafenib","6494","B-Raf proto-oncogene, serine/threonine kinase","1943",,"0","Human","Synthetic organic"
"trametinib","6495","mitogen-activated protein kinase kinase 1","2062",,"0","Human","Synthetic organic"
"trametinib","6495","mitogen-activated protein kinase kinase 2","2063",,"0","Human","Synthetic organic"
"aprotinin","6570","plasminogen","2394",,"0","Human","Peptide"
"moexipril","6571","Angiotensin-converting enzyme","1613",,"0","Human","Synthetic organic"
"tranexamic acid","6573","plasminogen","2394",,"0","Human","Synthetic organic"
"6-aminocaproic acid","6574","plasminogen","2394",,"0","Human","Synthetic organic"
"spirapril","6575","Angiotensin-converting enzyme","1613",,"0","Human","Synthetic organic"
"spiraprilat","6576","Angiotensin-converting enzyme","1613",,"0","Human","Synthetic organic"
"abciximab","6584","integrin &alpha;IIb&beta;3","2579",,"0","Human","Antibody"
"eptifibatide","6585","integrin &alpha;IIb&beta;3","2579",,"0","Human","Synthetic organic"
"tirofiban","6586","integrin &alpha;IIb&beta;3","2579",,"0","Human","Synthetic organic"
"natalizumab","6591","integrin, alpha 4 subunit (antigen CD49D, alpha 4 subunit of VLA-4 receptor)","2443",,"0","Human","Antibody"
"efalizumab","6593","integrin, alpha L subunit (antigen CD11A (p180), lymphocyte function-associated antigen 1; alpha polypeptide)","2451",,"0","Human","Antibody"
"physostigmine","6598","acetylcholinesterase (Yt blood group)","2465",,"0","Human","Natural product"
"donepezil","6599","acetylcholinesterase (Yt blood group)","2465",,"0","Human","Synthetic organic"
"rivastigmine","6602","acetylcholinesterase (Yt blood group)","2465",,"0","Human","Synthetic organic"
"rivastigmine","6602","butyrylcholinesterase","2471",,"0","Human","Synthetic organic"
"selegiline","6639","Monoamine oxidase B","2490",,"0","Human","Synthetic organic"
"rasagiline","6641","Monoamine oxidase B","2490",,"0","Human","Synthetic organic"
"tolcapone","6646","Catechol-O-methyltransferase","2472",,"0","Human","Synthetic organic"
"entacapone","6647","Catechol-O-methyltransferase","2472",,"0","Human","Synthetic organic"
"methimazole","6649","thyroid peroxidase","2526",,"0","Human","Synthetic organic"
"propylthiouracil","6650","thyroid peroxidase","2526",,"0","Human","Synthetic organic"
"ketorolac","6661","COX-1 ","1375",,"0","Human","Synthetic organic"
"ketorolac","6661","COX-2 ","1376",,"0","Human","Synthetic organic"
"tacrine","6687","acetylcholinesterase (Yt blood group)","2465",,"0","Human","Synthetic organic"
"tacrine","6687","butyrylcholinesterase","2471",,"0","Human","Synthetic organic"
"fluticasone","6699","Glucocorticoid receptor","625",,"0","Human","Synthetic organic"
"idelalisib","6741","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta","2155",,"0","Human","Synthetic organic"
