"# GtoPdb Version: 2024.2 - published: 2024-06-26"
"Ligand id","Name","Species","Type","PubChem SID","PubChem CID","ChEMBl ID","Chebi ID","UniProt id","Ensembl ID","IUPAC name","INN","CAS","DrugBank ID","Drug Central ID"
"7790","alisertib","","Synthetic organic","223366121","24771867","CHEMBL483158","","","","4-[[9-chloro-7-(2-fluoro-6-methoxyphenyl)-5H-pyrimido[5,4-d][2]benzazepin-2-yl]amino]-2-methoxybenzoic acid","alisertib","1028486-01-2","",""
"4812","aliskiren","","Synthetic organic","178101514","5493444","CHEMBL1639","CHEBI:601027","","","(2S,4S,5S,7S)-5-amino-N-(2-carbamoyl-2,2-dimethylethyl)-4-hydroxy-7-{[4-methoxy-3-(3-methoxypropoxy)phenyl]methyl}-8-methyl-2-(propan-2-yl)nonanamide","aliskiren","173334-57-1","DB01258","119"
"2645","alitretinoin","","Metabolite","135651418","449171","CHEMBL705","CHEBI:50648","","","(2E,4E,6Z,8E)-3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexenyl)nona-2,4,6,8-tetraenoic acid","alitretinoin","5300-03-8","DB00523","3862"
"11141","alizapride","","Synthetic organic","434122201","43008","","","","","6-methoxy-N-[(1-prop-2-enylpyrrolidin-2-yl)methyl]-2H-benzotriazole-5-carboxamide","alizapride","59338-93-1","","120"
"2362","alkylbenzene sulfonate","","Synthetic organic","135649915","16652","","","","","4-dodecan-6-ylbenzenesulfonic acid","","","",""
"6994","alkyl glycerol phosphate 18:1","","Synthetic organic","178103573","10717228","","","","","[(2S)-2-hydroxy-3-octadecoxypropyl] dihydrogen phosphate","","","",""
"2913","alkyl OMPT","","Synthetic organic","135649916","56947064","","","","","[(2S)-2-methoxy-3-[(9Z)-octadec-9-en-1-yloxy]propoxy](sulfanylidene)phosphonous acid","","","",""
"2419","allicin","","Natural product","135651433","65036","CHEMBL359965","CHEBI:28411","","","3-prop-2-enylsulfinylsulfanylprop-1-ene","","539-86-6","",""
"9912","allitinib","","Synthetic organic","363894206","24739943","CHEMBL1947204","","","","N-[4-[[3-chloro-4-[(3-fluorophenyl)methoxy]phenyl]amino]quinazolin-6-yl]prop-2-enamide","","","",""
"2350","all-<i>trans</i>-retinal","","Metabolite","135651434","638015","CHEMBL81379","CHEBI:17898","","","3,7-dimethyl-9-(2,6,6-trimethyl-1-cyclohexenyl)nona-2,4,6,8-tetraenal","","116-31-4","",""
"6795","allopurinol","","Synthetic organic","178103401","135401907","CHEMBL1467","","","","1H,2H,4H-pyrazolo[3,4-d]pyrimidin-4-one","allopurinol","315-30-0","DB00437","124"
"12071","allosteric modulator 33 [PMID: 35878399]","","Synthetic organic","472319193","164885943","","","","","4-(((2S,3S)-3-((S)-1-(3,5-Dichlorophenyl)-2-hydroxyethoxy)-2-phenylpiperidin-1-yl)methyl)-3-nitrobenzoic Acid","","","",""
"8543","alloswitch-1","","Synthetic organic","252166744","76853680","","","","","2-chloro-N-{2-methoxy-4-[(E)-2-(pyridin-2-yl)diazen-1-yl]phenyl}benzamide","","","",""
"456","alloxazine","","Synthetic organic","135649917","5372720","CHEMBL68500","CHEBI:37327|CHEBI:37325","","","1H-Benzo[g]pteridine-2,4-dione","","490-59-5","",""
"2741","all-trans-4-oxo-retinoic acid","","Synthetic organic","135649918","6437063","CHEMBL104049","","","","(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethyl-3-oxo-1-cyclohexenyl)nona-2,4,6,8-tetraenoic acid","","38030-57-8","",""
"2420","allyl isothiocyanate","","Synthetic organic","135649919","5971","CHEMBL233248","CHEBI:73224","","","3-isothiocyanatoprop-1-ene","","57-06-7","",""
"11485","ALM201","","Peptide","440816853","","","","","","","","","",""
"2886","almorexant","","Synthetic organic","135649893","23727689","CHEMBL455136","","","","(2R)-2-[(1S)-6,7-dimethoxy-1-[2-[4-(trifluoromethyl)phenyl]ethyl]-3,4-dihydro-1H-isoquinolin-2-yl]-N-methyl-2-phenylacetamide","almorexant","871224-64-5","",""
"7110","almotriptan","","Synthetic organic","178103687","123606","CHEMBL1505","","","","dimethyl(2-{5-[(pyrrolidine-1-sulfonyl)methyl]-1H-indol-3-yl}ethyl)amine","almotriptan","154323-57-6","DB00918","128"
"120","alniditan","","Synthetic organic","135649920","66004","CHEMBL88240","","","","N-[[(2R)-chroman-2-yl]methyl]-N'-(1,4,5,6-tetrahydropyrimidin-2-yl)propane-1,3-diamine","alniditan","152317-89-0","",""
"11622","alofanib","","Synthetic organic","442878656","86280646","CHEMBL4594436","","","","","alofanib","1612888-66-0","",""
"6319","alogliptin","","Synthetic organic","178102937","11450633","CHEMBL376359","","","","2-({6-[(3R)-3-aminopiperidin-1-yl]-3-methyl-2,4-dioxo-1,2,3,4-tetrahydropyrimidin-1-yl}methyl)benzonitrile","alogliptin","850649-61-5","DB06203","4340"
"12498","aloin","","Natural product","479821288","9866696","CHEMBL497001","CHEBI:73222","","","1,8-dihydroxy-3-(hydroxymethyl)-10-[(2S,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-10H-anthracen-9-one","","","DB15477",""
"5923","aloisine","","Synthetic organic","178102546","3641059","CHEMBL306498","","","","7-butyl-6-(4-methoxyphenyl)-5H-pyrrolo[2,3-b]pyrazine","","496864-15-4","",""
"5924","aloisine A","","Synthetic organic","178102547","448912","CHEMBL75680","","","","4-{7-butyl-1H,5H,6H-pyrrolo[2,3-b]pyrazin-6-ylidene}cyclohexa-2,5-dien-1-one","","496864-16-5","DB07364",""
"2296","alosetron","","Synthetic organic","135649921","2099","CHEMBL1110","CHEBI:253342","","","5-methyl-2-[(5-methyl-1H-imidazol-4-yl)methyl]-3,4-dihydropyrido[4,3-b]indol-1-one","alosetron","122852-42-0","DB00969","129"
"10714","aloxistatin","","Synthetic organic","404859161","65663","CHEMBL63440","","","","ethyl (2S,3S)-3-[[(2S)-4-methyl-1-(3-methylbutylamino)-1-oxopentan-2-yl]carbamoyl]oxirane-2-carboxylate","aloxistatin","88321-09-9","",""
"7955","alpelisib","","Synthetic organic","249565638","56649450","CHEMBL2396661","","","","(2S)-1-N-[4-methyl-5-[2-(1,1,1-trifluoro-2-methylpropan-2-yl)pyridin-4-yl]-1,3-thiazol-2-yl]pyrrolidine-1,2-dicarboxamide","alpelisib","1217486-61-7","","5328"
"7487","alpha1-proteinase inhibitor","","Peptide","187051790","","","","","","","","","DB00058",""
"4094","&alpha;3IA","","Synthetic organic","178100917","11824289","CHEMBL413325","","","","methyl 5-(4-methoxyphenyl)-1-methyl-2-oxo-6-(pyridin-4-yl)-1,2-dihydropyridine-3-carboxylate","","","",""
"4095","&alpha;5IA","","Synthetic organic","178100918","6918451","CHEMBL306422","","","","1-methyl-4-({[3-(5-methyl-1,2-oxazol-3-yl)-[1,2,4]triazolo[3,4-a]phthalazin-6-yl]oxy}methyl)-1H-1,2,3-triazole","","","",""
"13278","&alpha;-asarone","","Natural product","491300060","636822","CHEMBL333306","CHEBI:78309","","","1,2,4-trimethoxy-5-[(E)-prop-1-enyl]benzene","","","",""
"4093","&alpha;&beta;-meATP","","Synthetic organic","178100916","91557","CHEMBL132722","CHEBI:35056","","","({[({[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}(hydroxy)phosphoryl)methyl](hydroxy)phosphoryl}oxy)phosphonic acid","","7292-42-4","",""
"6203","&alpha;.&beta;-methylene-2-thio-UDP","","Synthetic organic","178102824","73755188","","","","","[({[(2S,3S,4R,5R)-3,4-dimethyl-5-(4-oxo-2-sulfanylidene-1,2,3,4-tetrahydropyrimidin-1-yl)oxolan-2-yl]methoxy}(hydroxy)phosphoryl)methyl]phosphonic acid","","","",""
"5092","&alpha;&beta;-methyleneADP","","Synthetic organic","178101785","92199","CHEMBL583969","CHEBI:40730","","","[({[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}(hydroxy)phosphoryl)methyl]phosphonic acid","","3768-14-7","",""
"3964","&alpha;-bungarotoxin","","Peptide","178100790","","","","","","","","11032-79-4","",""
"681","&alpha;-CGRP","Human","Peptide","135651608","","","","P06881","ENSG00000110680","","","90954-53-3","",""
"695","&alpha;-CGRP","Mouse, Rat","Peptide","135651609","","","","Q99JA0|P01256","ENSMUSG00000030669|ENSRNOG00000011130","","","96827-03-1","",""
"700","&alpha;-CGRP-(8-37) (human)","","Peptide","135651981","134813879","","","","","","","","",""
"701","&alpha;-CGRP-(8-37) (rat)","","Peptide","135651982","134813880","","","","","","","","",""
"4007","&alpha;-conotoxin ArIB","","Peptide","178100833","155817466","","","P0C8R2","","","","","",""
"3973","&alpha;-conotoxin AuIB","","Peptide","178100799","73755065","","","P56640","","2-[(1R,6R,9S,12S,18S,21S,24S,27S,30R,33S,39S,45S,48S,53R)-53-(2-aminoacetamido)-27-benzyl-6-carbamoyl-18-(carbamoylmethyl)-21-[(1R)-1-hydroxyethyl]-48-(hydroxymethyl)-45-[(4-hydroxyphenyl)methyl]-24-methyl-8,11,17,20,23,26,29,32,38,44,47,50,52-tridecaoxo-3,4,55,56-tetrathia-7,10,16,19,22,25,28,31,37,43,46,49,51-tridecaazapentacyclo[28.20.7.0^{12,16}.0^{33,37}.0^{39,43}]heptapentacontan-9-yl]acetic acid","","","",""
"3983","&alpha;-conotoxin GI","","Peptide","178100809","25084484","","","P01519","","(4S)-4-amino-4-{[(1R,7S,10S,13S,16S,19R,24R,27S,33S,36S,43R)-7-(3-carbamimidamidopropyl)-19-carbamoyl-27-(carbamoylmethyl)-16-(hydroxymethyl)-13-[(3-hydroxyphenyl)methyl]-10-(1H-imidazol-5-ylmethyl)-36-methyl-2,5,8,11,14,17,25,28,34,37,44-undecaoxo-21,22,40,41-tetrathia-3,6,9,12,15,18,26,29,35,38,45-undecaazatricyclo[22.14.7.0^{29,33}]pentatetracontan-43-yl]carbamoyl}butanoic acid","","","",""
"4009","&alpha;-conotoxin-GIC","","Peptide","178100835","","","","Q86RB2","","","","","",""
"3965","&alpha;-conotoxin ImI","","Peptide","178100791","","","","P50983","","","","","",""
"3999","&alpha;-conotoxin MI","","Peptide","178100825","","","","P01521","","","","","",""
"3970","&alpha;-conotoxin MII","","Peptide","178100796","","","","P56636","","","","","",""
"4010","&alpha;-conotoxin MII [H9A, L15A]","","Peptide","178100836","","","","P56636","","","","","",""
"3985","&alpha;-conotoxin PIA","","Peptide","178100811","","","","P69658","","","","","",""
"3982","&alpha;-conotoxin PnIA","","Peptide","178100808","73755066","","","P50984","","2-[(1R,6R,9S,12S,15S,21S,24S,27S,30S,33R,36S,42S,48S,51S,56R)-56-(2-aminoacetamido)-6-carbamoyl-21,24-bis(carbamoylmethyl)-51-(hydroxymethyl)-9-[(4-hydroxyphenyl)methyl]-27,30-dimethyl-48-(2-methylpropyl)-8,11,14,20,23,26,29,32,35,41,47,50,53,55-tetradecaoxo-3,4,58,59-tetrathia-7,10,13,19,22,25,28,31,34,40,46,49,52,54-tetradecaazapentacyclo[31.20.7.0^{15,19}.0^{36,40}.0^{42,46}]hexacontan-12-yl]acetic acid","","","",""
"4008","&alpha;-conotoxin RgIA","","Peptide","178100834","","","","P0C1D0","","","","","",""
"4011","&alpha;-conotoxin TxIA","","Peptide","178100837","46226500","","","","","","","","",""
"11300","&alpha;-cyano-4-hydroxycinnamate","","Synthetic organic","434321735","2102","","","","","2-cyano-3-(4-hydroxyphenyl)prop-2-enoic acid","","28166-41-8","",""
"11301","&alpha;-Cyano-5-phenyl-2,4-pentadienic acid","","Synthetic organic","434321736","5972666","","","","","(2E,4E)-2-cyano-5-phenylpenta-2,4-dienoic acid","","","",""
"11299","&alpha;-cyanocinnamate","","Synthetic organic","434321734","643159","CHEMBL77595","","","","(E)-2-cyano-3-phenylprop-2-enoic acid","","","",""
"2563","&alpha;-dendrotoxin","","Peptide","135651983","","","","P00980","","","","","",""
"11820","alpha-D-pentagalloylglucose","","Synthetic organic","458923855","162366981","","","","","[(2S,3S,4S,5R,6S)-3,4,5,6-tetrakis(3,4,5-trihydroxybenzoyloxy)oxan-2-yl]methyl 3,4,5-trihydroxybenzoate","","","",""
"2363","&alpha;-Emtbl","","Synthetic organic","135649922","128423","CHEMBL34197","CHEBI:149832","","","3-ethyl-3-methylthiolan-2-one","","","",""
"271","&alpha;-ergocryptine","","Natural product","135652665","134551","CHEMBL1403281","CHEBI:10276","","","","","511-09-1","","885"
"2915","&alpha;-fluoromethylenephosphonate","","Synthetic organic","135649923","44400349","CHEMBL190717","","","","[(3S)-1-fluoro-3-methoxy-4-[(9E)-octadec-9-enoyloxy]butyl]phosphonic acid","","","",""
"923","&alpha;-helical CRF","","Peptide","135651984","155817385","","","","","","","","",""
"13236","&alpha;-humulene","","Natural product","491300018","5281520","CHEMBL251280","","","","(1E,4E,8E)-2,6,6,9-tetramethylcycloundeca-1,4,8-triene","","","",""
"3636","&alpha;-ketoglutaric acid","","Metabolite","178100543","51","CHEMBL1686","CHEBI:30915","","","2-Oxopentanedioic acid","","328-50-7","",""
"4656","&alpha;-ketoisocaproate","","Synthetic organic","178101372","70","CHEMBL445647","","","","4-methyl-2-oxopentanoic acid","","816-66-0","",""
"6549","alpha-ketothiazole analogue 36","","Synthetic organic","178103163","16098914","CHEMBL273653","","","","(2S)-2-[[(1R)-1-(4-bromophenyl)ethyl]carbamoylamino]-5-(carbamoylamino)-N-[(2S)-1-[[(2S)-5-(diaminomethylideneamino)-1-oxo-1-(1,3-thiazol-2-yl)pentan-2-yl]amino]-3-methyl-1-oxobutan-2-yl]pentanamide","","","",""
"2550","&alpha;-KTx 13.2","","Peptide","135651985","","","","","","","","","",""
"5897","&alpha;-latrotoxin","","Peptide","178102520","","","","P23631","","","","","",""
"1049","&alpha;-linolenic acid","","Metabolite","135651436","5280934","CHEMBL8739","CHEBI:27432","","","(9Z,12Z,15Z)-octadeca-9,12,15-trienoic acid","","463-40-1","DB00132","4618"
"4640","&alpha;-MDG","","Synthetic organic","178101358","64947","CHEMBL131853","CHEBI:320061","","","(2R,3S,4S,5R,6S)-2-(hydroxymethyl)-6-methoxyoxane-3,4,5-triol","","97-30-3","",""
"152","&alpha;-methyl-5-HT","","Synthetic organic","135649924","2107","CHEMBL275854","CHEBI:48295","","","3-(2-aminopropyl)-1H-indol-5-ol","","","",""
"4693","&alpha;-methyl-D,L-tryptophan","","Synthetic organic","178101406","95438","CHEMBL559578","","","","2-amino-3-(1H-indol-3-yl)-2-methylpropanoic acid","","","",""
"5093","&alpha;-methylphenylalanine","","Metabolite","178101786","108055","CHEMBL1222268","","","","2-amino-2-methyl-3-phenylpropanoic acid","","1132-26-9","",""
"1398","&alpha;-methylserine-O-phosphate","","Synthetic organic","135650668","3964633","CHEMBL1437137","","","","2-amino-2-methyl-3-phosphonooxypropanoic acid","","","",""
"6956","alpha-methyltyrosine","","Synthetic organic","178103538","441350","CHEMBL1200862","CHEBI:6912","","","(2S)-2-amino-3-(4-hydroxyphenyl)-2-methylpropanoic acid","racemetirosine","672-87-7","DB00765","1792"
"1320","&alpha;-MSH","Human, Mouse, Rat","Peptide","135651610","16162729","","","P01194|P01193|P01189","ENSG00000115138|ENSMUSG00000020660","","","581-05-5","",""
"3737","&alpha;-neodynorphin","Human","Peptide","178100602","5311003","","","P01213","ENSG00000101327","","","","",""
"1600","&alpha;-neoendorphin","Human, Mouse, Rat","Peptide","135651611","5311003","","","P01213|P06300|O35417","ENSG00000101327","","","","",""
"9781","&alpha;-NETA","","Synthetic organic","354702254","1518","CHEMBL1358898","","","","trimethyl-(3-naphthalen-1-yl-3-oxopropyl)azanium","","","",""
"4657","&alpha;-oxoadipic acid","","Metabolite","178101373","71","","CHEBI:15753","","","2-oxohexanedioic acid","","3184-35-8","",""
"5095","&alpha;-propyldopacetamide","","Synthetic organic","178101788","101635","","","","","2-(3,4-dihydroxyphenyl)pentanamide","","154-62-1","",""
"2618","&alpha;-scorpion toxin 2","","Peptide","135651986","","","","P59355","","","","","",""
"5344","(-)-&alpha;-thujone","","Natural product","178102006","261491","CHEMBL1444078","CHEBI:9577","","","(1S,4R,5R)-4-methyl-1-(propan-2-yl)bicyclo[3.1.0]hexan-3-one","","546-80-5","",""
"5461","alphaxalone","","Synthetic organic","178102111","104845","CHEMBL190279","","","","(3R,5S,8S,9S,10S,13S,14S,17S)-17-acetyl-3-hydroxy-10,13-dimethyl-1,2,3,4,5,6,7,8,9,12,14,15,16,17-tetradecahydrocyclopenta[a]phenanthren-11-one","alfaxalone","23930-19-0","","133"
"12957","alpibectir","","Synthetic organic","485206078","137500045","CHEMBL5095086","","","","4,4,4-trifluoro-1-[3-(trifluoromethyl)-1-oxa-2,8-diazaspiro[4.5]dec-2-en-8-yl]butan-1-one","alpibectir","2285440-39-1","",""
"7111","alprazolam","","Synthetic organic","178103688","2118","CHEMBL661","","","","8-chloro-1-methyl-6-phenyl-4H-[1,2,4]triazolo[4,3-a][1,4]benzodiazepine","alprazolam","51339-48-1","DB00404","136"
"563","alprenolol","","Synthetic organic","135649926","2119","CHEMBL266195","CHEBI:51211","","","1-(propan-2-ylamino)-3-(2-prop-2-enylphenoxy)propan-2-ol","alprenolol","13655-52-2","DB00866","137"
"7373","Alprolix<sup>TM</sup>","","Peptide","178103945","","","","","","","","","",""
"2740","ALRT 1550","","Synthetic organic","135649927","5287705","CHEMBL89241","","","","(2E,4E,6E)-7-(3,5-ditert-butylphenyl)-3-methylocta-2,4,6-trienoic acid","","178600-20-9","",""
"5925","alsterpaullone","","Synthetic organic","178102548","5005498","CHEMBL50894","","","","14-nitro-8,18-diazatetracyclo[9.7.0.0^{2,7}.0^{12,17}]octadeca-1(11),2,4,6,12,14,16-heptaen-9-one","","237430-03-4","DB04014",""
"5926","alsterpaullone 2-cyanoethyl","","Synthetic organic","178102549","16760286","CHEMBL260138","","","","3-{14-nitro-9-oxo-8,18-diazatetracyclo[9.7.0.0^{2,7}.0^{12,17}]octadeca-1(11),2,4,6,12,14,16-heptaen-4-yl}propanenitrile","","852527-97-0","",""
"9615","ALT-803","","Antibody","340590245","","","","","","","","","",""
"9174","altiratinib","","Synthetic organic","315661257","54576299","CHEMBL3545365","","","","1-N'-[4-[2-(cyclopropanecarbonylamino)pyridin-4-yl]oxy-2,5-difluorophenyl]-1-N-(4-fluorophenyl)cyclopropane-1,1-dicarboxamide","altiratinib","1345847-93-9","",""
"7112","altretamine","","Synthetic organic","178103689","2123","CHEMBL1455","","","","2-N,2-N,4-N,4-N,6-N,6-N-hexamethyl-1,3,5-triazine-2,4,6-triamine","altretamine","645-05-6","DB00488","141"
"10964","Altromycin B","","Natural product","405560405","148125","","","","","methyl 2-(3,5-dihydroxy-4-methoxy-6-methyloxan-2-yl)-2-[10-[4-(dimethylamino)-5-(5-hydroxy-4-methoxy-6-methyloxan-2-yl)oxy-4,6-dimethyloxan-2-yl]-2-(2,3-dimethyloxiran-2-yl)-11-hydroxy-4,7,12-trioxonaphtho[2,3-h]chromen-5-yl]-2-hydroxyacetate","","128461-00-7","",""
"11320","alunacedase alfa","","Peptide","434321755","","","","","","","alunacedase alfa","","",""
"6476","alvelestat","","Synthetic organic","178103090","46861623","","","","","N-[(5-methanesulfonylpyridin-2-yl)methyl]-6-methyl-5-(1-methyl-1H-pyrazol-5-yl)-2-oxo-1-[3-(trifluoromethyl)phenyl]-1,2-dihydropyridine-3-carboxamide","alvelestat","848141-11-7","",""
"9828","alvespimycin","","Synthetic organic","354702299","5288674","CHEMBL383824","","","","[(3R,5S,6R,7S,8E,10S,11S,12Z,14E)-21-[2-(dimethylamino)ethylamino]-6-hydroxy-5,11-dimethoxy-3,7,9,15-tetramethyl-16,20,22-trioxo-17-azabicyclo[16.3.1]docosa-1(21),8,12,14,18-pentaen-10-yl] carbamate","","","",""
"7471","alvimopan","","Synthetic organic","187051774","5488548","CHEMBL270190","","","","2-[[(2S)-2-[[(3R,4R)-4-(3-hydroxyphenyl)-3,4-dimethylpiperidin-1-yl]methyl]-3-phenylpropanoyl]amino]acetic acid","alvimopan","156053-89-3","DB06274","143"
"5680","alvocidib","","Synthetic organic","178102307","5287969","CHEMBL428690","","","","2-(2-chlorophenyl)-5,7-dihydroxy-8-[(3S,4R)-3-hydroxy-1-methylpiperidin-4-yl]-4H-chromen-4-one","alvocidib","146426-40-6","DB03496",""
"4622","ALX 1393","","Synthetic organic","178101340","16078939","CHEMBL475562","","","","(2S)-2-amino-3-{[2-(benzyloxy)phenyl](3-fluorophenyl)methoxy}propanoic acid","","949164-09-4","",""
"4767","ALX 1405","","Synthetic organic","178101476","","","","","","","","","",""
"607","ALX40-4C","","Peptide","135651987","25077385","","","","","","","153127-49-2","",""
"12528","AM-0883","","Synthetic organic","479821318","145997911","","","","","(5-chlorospiro[1,2-dihydroindole-3,4'-piperidine]-1'-yl)-[(3R)-2,3-dihydro-1,4-benzodioxin-3-yl]methanone","","","",""
"10276","AM-0902","","Synthetic organic","381744957","73297271","CHEMBL3785736","","","","1-[[3-[2-(4-chlorophenyl)ethyl]-1,2,4-oxadiazol-5-yl]methyl]-7-methylpurin-6-one","","1883711-97-4","",""
"6988","AM095","","Synthetic organic","178103567","46213949","CHEMBL2182052","","","","2-[4-[4-[3-methyl-4-[[(1R)-1-phenylethoxy]carbonylamino]-1,2-oxazol-5-yl]phenyl]phenyl]acetic acid","","1228690-36-5","",""
"10177","AM10257","","Synthetic organic","381118887","137321161","","","","","N-(adamantan-1-yl)-1-(5-hydroxypentyl)-4-methyl-5-phenyl-1H-pyrazole-3-carboxamide","","","",""
"704","AM-(11-50) (rat)","","Peptide","135651988","","","","","","","","","",""
"9612","AM11542","","Synthetic organic","340590242","53318931","","","","","(6aR,10aR)-3-(8-bromo-2-methyloctan-2-yl)-6,6,9-trimethyl-6a,7,10,10a-tetrahydrobenzo[c]chromen-1-ol","","","",""
"10292","AM12","","Synthetic organic","381744973","137553166","","","","","2-(2-bromophenyl)-3,5,7-trihydroxy-4H-chromen-4-one","","","",""
"3316","AM1241","","Synthetic organic","178100350","10141893","CHEMBL408430","","","","(2-iodo-5-nitrophenyl)-[1-[(1-methylpiperidin-2-yl)methyl]indol-3-yl]methanone","","","",""
"12532","AM-1473","","Synthetic organic","479821322","167993650","","","","","4-{[(1R,2S)-2-[(3R)-3-aminopiperidin-1-yl]-2,3-dihydro-1H-inden-1-yl]oxy}benzonitrile","","","",""
"13189","AM1476","","Synthetic organic","491299971","171037445","","","","","(4R)-3-(4-fluoro-2-hydroxyphenyl)-4-methyl-4,5-dihydro-1H-pyrazole-1-carboximidamide","","","",""
"10202","AM1710","","Synthetic organic","381118912","11268660","CHEMBL266712","","","","1-hydroxy-9-methoxy-3-(2-methyloctan-2-yl)benzo[c]chromen-6-one","","","",""
"705","AM-(20-50) (rat)","","Peptide","135651989","","","","","","","","","",""
"9705","AM2201","","Synthetic organic","348353664","53393997","CHEMBL3526578","","","","[1-(5-fluoropentyl)indol-3-yl]-naphthalen-1-ylmethanone","","335161-24-5","",""
"706","AM-(22-52) (human)","","Peptide","135651990","155817383","","","","","","","","",""
"10421","AM237","","Synthetic organic","385612181","90403462","","","","","7-[(4-chlorophenyl)methyl]-8-[4-chloro-3-(trifluoromethoxy)phenoxy]-1-(3-hydroxypropyl)-3-methylpurine-2,6-dione","","","",""
"3317","AM251","","Synthetic organic","178100351","2125","CHEMBL285932","","","","1-(2,4-dichlorophenyl)-5-(4-iodophenyl)-4-methyl-N-piperidin-1-ylpyrazole-3-carboxamide","","183232-66-8","",""
"741","AM281","","Synthetic organic","135649928","4302962","CHEMBL476833","","","","1-(2,4-dichlorophenyl)-5-(4-iodophenyl)-4-methyl-N-morpholin-4-ylpyrazole-3-carboxamide","","","",""
"5635","AM3","","Peptide","178102264","","","","","","","","","",""
"11262","AM-37","","Synthetic organic","434321697","122181321","CHEMBL3590072","","","","(2R)-3-(1H-indol-3-yl)-2-[(4-methoxyphenyl)carbamoylamino]-N-[(1-pyridin-3-ylcyclohexyl)methyl]propanamide","","","",""
"12556","AM404","","Synthetic organic","479821346","6604822","CHEMBL39878","","","","(5Z,8Z,11Z,14Z)-N-(4-hydroxyphenyl)icosa-5,8,11,14-tetraenamide","","","",""
"10170","AM-461","","Synthetic organic","381118880","44600763","","","","","2-[3-[2-(tert-butylsulfanylmethyl)-4-(2,2-dimethylpropanoylamino)phenoxy]-4-methoxyphenyl]acetic acid","","1203503-64-3","",""
"10119","AM-6120","","Peptide","381118829","","","","","","","","","",""
"750","AM-630","","Synthetic organic","135649929","4302963","CHEMBL181633","","","","[6-iodo-2-methyl-1-(2-morpholin-4-ylethyl)indol-3-yl]-(4-methoxyphenyl)methanone","","","",""
"10520","AM-6494","","Synthetic organic","387065602","118866105","","","","","N-[3-[(1S,5S,6S)-3-amino-1-(methoxymethyl)-5-methyl-2-thia-4-azabicyclo[4.1.0]hept-3-en-5-yl]-4,5-difluorophenyl]-5-prop-2-ynoxypyrazine-2-carboxamide","","","",""
"9338","AM6538","","Synthetic organic","328083441","46912833","","","","","4-{4-[1-(2,4-dichlorophenyl)-4-methyl-3-[(piperidin-1-yl)carbamoyl]-1H-pyrazol-5-yl]phenyl}but-3-yn-1-yl nitrate","","","",""
"10029","AM6545","","Synthetic organic","375973217","46912919","","","","","5-[4-(4-cyanobut-1-ynyl)phenyl]-1-(2,4-dichlorophenyl)-N-(1,1-dioxo-1,4-thiazinan-4-yl)-4-methylpyrazole-3-carboxamide","","1245626-05-4","",""
"8292","AM7","","Synthetic organic","252166504","11650194","CHEMBL505896","","","","5-[3-fluoro-4-[6-methoxy-7-(3-morpholin-4-ylpropoxy)quinolin-4-yl]oxyphenyl]-3-methyl-2-(phenylmethyl)pyrimidin-4-one","","","",""
"9257","AM7499","","Synthetic organic","315661332","121231416","","","","","butyl 2-[(6aR,9R,10aR)-1-hydroxy-9-(hydroxymethyl)-6,6-dimethyl-6H,6aH,7H,8H,9H,10H,10aH-benzo[c]isochromen-3-yl]-2-methylpropanoate","","","",""
"9613","AM841","","Synthetic organic","340590243","102336704","","","","","(6aR,9R,10aR)-9-(hydroxymethyl)-3-(8-isothiocyanato-2-methyloctan-2-yl)-6,6-dimethyl-6H,6aH,7H,8H,9H,10H,10aH-benzo[c]isochromen-1-ol","","","",""
"2905","AM966","","Synthetic organic","135649931","46240292","","","","","2-(4-{4-[4-({[(1R)-1-(2-chlorophenyl)ethoxy]carbonyl}amino)-3-methyl-1,2-oxazol-5-yl]phenyl}phenyl)acetic acid","","1228690-19-4","",""
"5134","AMA","","Synthetic organic","178101826","10428412","","","","","[(2S,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl-[2-(hydroxyamino)ethyl]-methylsulfanium","","","",""
"4632","amanitin","","Peptide","178101350","73755106","","","P85421","","2-[(1R,4S,10S,13S,16S,34S)-34-(butan-2-yl)-13-[(3R)-3,4-dihydroxybutan-2-yl]-8,22-dihydroxy-2,5,11,14,27,30,33,36,39-nonaoxo-27$l^{4}-thia-3,6,12,15,25,29,32,35,38-nonaazapentacyclo[14.12.11.0^{6,10}.0^{18,26}.0^{19,24}]nonatriaconta-18(26),19,21,23-tetraen-4-yl]acetamide","","","",""
"4128","amantadine","","Synthetic organic","178100950","2130","CHEMBL660","CHEBI:2618","","","adamantan-1-amine","amantadine","768-94-5","DB00915","144"
